lsoa_code,region,lad_name,dpi_score,dpi_ci_upper,dpi_ci_lower
E01002290,London,Havering,0.921,,
E01002291,London,Havering,0.91,,
E01002292,London,Havering,0.936,,
E01002293,London,Havering,0.967,,
E01002294,London,Havering,0.923,,
E01002295,London,Havering,0.959,,
E01002296,London,Havering,0.943,,
E01002297,London,Havering,0.936,,
E01002298,London,Havering,0.938,,
E01002299,London,Havering,0.93,,
E01002300,London,Havering,0.937,,
E01002301,London,Havering,0.927,,
E01002302,London,Havering,0.937,,
E01002303,London,Havering,0.93,,
E01002304,London,Havering,0.94,,
E01002305,London,Havering,0.95,,
E01002306,London,Havering,0.94,,
E01002307,London,Havering,0.952,,
E01002308,London,Havering,0.954,,
E01002309,London,Havering,0.939,,
E01002310,London,Havering,0.932,,
E01002311,London,Havering,0.934,,
E01002312,London,Havering,0.918,,
E01002313,London,Havering,0.938,,
E01002314,London,Havering,0.959,,
E01002315,London,Havering,0.939,,
E01002316,London,Havering,0.928,,
E01002317,London,Havering,0.945,,
E01002318,London,Havering,0.927,,
E01002319,London,Havering,0.953,,
E01002320,London,Havering,0.958,,
E01002321,London,Havering,0.932,,
E01002322,London,Havering,0.963,,
E01002323,London,Havering,0.957,,
E01002324,London,Havering,0.928,,
E01002325,London,Havering,0.933,,
E01002326,London,Havering,0.946,,
E01002327,London,Havering,0.953,,
E01002328,London,Havering,0.953,,
E01002329,London,Havering,0.952,,
E01002330,London,Havering,0.945,,
E01002331,London,Havering,0.927,,
E01002332,London,Havering,0.933,,
E01002333,London,Havering,0.942,,
E01002334,London,Havering,0.946,,
E01002335,London,Havering,0.941,,
E01002336,London,Havering,0.949,,
E01002337,London,Havering,0.953,,
E01002338,London,Havering,0.943,,
E01002339,London,Havering,0.94,,
E01002340,London,Havering,0.947,,
E01002341,London,Havering,0.923,,
E01002342,London,Havering,0.918,,
E01002343,London,Havering,0.936,,
E01002344,London,Havering,0.943,,
E01002345,London,Havering,0.968,,
E01002346,London,Havering,0.958,,
E01002347,London,Havering,0.935,,
E01002348,London,Havering,0.92,,
E01002349,London,Havering,0.932,,
E01002350,London,Havering,0.944,,
E01002351,London,Havering,0.961,,
E01002352,London,Havering,0.957,,
E01002353,London,Havering,0.952,,
E01002354,London,Havering,0.946,,
E01002355,London,Havering,0.948,,
E01002356,London,Havering,0.969,,
E01002358,London,Havering,0.957,,
E01002359,London,Havering,0.924,,
E01002360,London,Havering,0.91,,
E01002361,London,Havering,0.933,,
E01002362,London,Havering,0.955,,
E01002363,London,Havering,0.919,,
E01002364,London,Havering,0.928,,
E01002365,London,Havering,0.934,,
E01002366,London,Havering,0.926,,
E01002367,London,Havering,0.95,,
E01002368,London,Havering,0.94,,
E01002369,London,Havering,0.942,,
E01002370,London,Havering,0.96,,
E01002371,London,Havering,0.935,,
E01002372,London,Havering,0.942,,
E01002373,London,Havering,0.926,,
E01002374,London,Havering,0.947,,
E01002375,London,Havering,0.928,,
E01002376,London,Havering,0.954,,
E01002377,London,Havering,0.956,,
E01002378,London,Havering,0.965,,
E01002379,London,Havering,0.963,,
E01002380,London,Havering,0.95,,
E01002381,London,Havering,0.95,,
E01002382,London,Havering,0.943,,
E01002383,London,Havering,0.953,,
E01002384,London,Havering,0.934,,
E01002385,London,Havering,0.953,,
E01002386,London,Havering,0.949,,
E01002387,London,Havering,0.938,,
E01002388,London,Havering,0.957,,
E01002389,London,Havering,0.936,,
E01002390,London,Havering,0.947,,
E01002391,London,Havering,0.941,,
E01002392,London,Hillingdon,0.958,,
E01002393,London,Hillingdon,0.951,,
E01002394,London,Hillingdon,0.961,,
E01002395,London,Hillingdon,0.963,,
E01002396,London,Hillingdon,0.956,,
E01002397,London,Hillingdon,0.969,,
E01002398,London,Hillingdon,0.975,,
E01002399,London,Hillingdon,0.969,,
E01002400,London,Hillingdon,0.949,,
E01002401,London,Hillingdon,0.944,,
E01002402,London,Hillingdon,0.945,,
E01002403,London,Hillingdon,0.97,,
E01002404,London,Hillingdon,0.965,,
E01002405,London,Hillingdon,0.961,,
E01002406,London,Hillingdon,0.977,,
E01002407,London,Hillingdon,0.99,,
E01002408,London,Hillingdon,0.936,,
E01002409,London,Hillingdon,0.94,,
E01002410,London,Hillingdon,0.957,,
E01002411,London,Hillingdon,0.959,,
E01002412,London,Hillingdon,0.96,,
E01002413,London,Hillingdon,0.942,,
E01002414,London,Hillingdon,0.952,,
E01002415,London,Hillingdon,0.96,,
E01002416,London,Hillingdon,0.954,,
E01002417,London,Hillingdon,0.954,,
E01002418,London,Hillingdon,0.945,,
E01002419,London,Hillingdon,0.965,,
E01002420,London,Hillingdon,0.967,,
E01002421,London,Hillingdon,0.946,,
E01002422,London,Hillingdon,0.946,,
E01002423,London,Hillingdon,0.941,,
E01002424,London,Hillingdon,0.964,,
E01002425,London,Hillingdon,0.96,,
E01002426,London,Hillingdon,0.946,,
E01002427,London,Hillingdon,0.939,,
E01002428,London,Hillingdon,0.958,,
E01002429,London,Hillingdon,0.965,,
E01002430,London,Hillingdon,0.947,,
E01002431,London,Hillingdon,0.947,,
E01002432,London,Hillingdon,0.94,,
E01002433,London,Hillingdon,0.961,,
E01002434,London,Hillingdon,0.945,,
E01002435,London,Hillingdon,0.949,,
E01002436,London,Hillingdon,0.946,,
E01002437,London,Hillingdon,0.911,,
E01002438,London,Hillingdon,0.959,,
E01002439,London,Hillingdon,0.928,,
E01002440,London,Hillingdon,0.945,,
E01002441,London,Hillingdon,0.934,,
E01002442,London,Hillingdon,0.937,,
E01002443,London,Hillingdon,0.981,,
E01002444,London,Hillingdon,0.955,,
E01002445,London,Hillingdon,0.959,,
E01002446,London,Hillingdon,0.965,,
E01002447,London,Hillingdon,0.979,,
E01002448,London,Hillingdon,0.942,,
E01002449,London,Hillingdon,0.973,,
E01002450,London,Hillingdon,0.986,,
E01002451,London,Hillingdon,0.971,,
E01002452,London,Hillingdon,0.965,,
E01002453,London,Hillingdon,0.947,,
E01002454,London,Hillingdon,0.95,0.953,0.948
E01002455,London,Hillingdon,0.948,,
E01002456,London,Hillingdon,0.956,,
E01002457,London,Hillingdon,0.952,,
E01002458,London,Hillingdon,0.948,,
E01002459,London,Hillingdon,0.938,,
E01002460,London,Hillingdon,0.933,,
E01002461,London,Hillingdon,0.961,,
E01002462,London,Hillingdon,0.983,,
E01002463,London,Hillingdon,0.951,,
E01002464,London,Hillingdon,0.962,,
E01002465,London,Hillingdon,0.954,,
E01002466,London,Hillingdon,0.943,,
E01002467,London,Hillingdon,0.898,,
E01002468,London,Hillingdon,0.947,,
E01002469,London,Hillingdon,0.94,,
E01002470,London,Hillingdon,0.944,,
E01002471,London,Hillingdon,0.961,,
E01002472,London,Hillingdon,0.942,,
E01002473,London,Hillingdon,0.943,,
E01002474,London,Hillingdon,0.957,,
E01002475,London,Hillingdon,0.948,,
E01002476,London,Hillingdon,0.963,,
E01002477,London,Hillingdon,0.957,,
E01002478,London,Hillingdon,0.947,,
E01002479,London,Hillingdon,0.948,,
E01002480,London,Hillingdon,0.968,,
E01002481,London,Hillingdon,0.939,,
E01002482,London,Hillingdon,0.959,,
E01002483,London,Hillingdon,0.945,,
E01002484,London,Hillingdon,0.93,,
E01002485,London,Hillingdon,0.954,,
E01002486,London,Hillingdon,0.965,,
E01002487,London,Hillingdon,0.953,,
E01002488,London,Hillingdon,0.968,,
E01002489,London,Hillingdon,0.98,,
E01002490,London,Hillingdon,0.973,,
E01002491,London,Hillingdon,0.96,,
E01002492,London,Hillingdon,0.974,,
E01002493,London,Hillingdon,0.96,,
E01002494,London,Hillingdon,0.959,,
E01002495,London,Hillingdon,0.952,,
E01002496,London,Hillingdon,0.945,,
E01002497,London,Hillingdon,0.961,,
E01002498,London,Hillingdon,0.946,,
E01002499,London,Hillingdon,0.947,,
E01002501,London,Hillingdon,0.955,,
E01002502,London,Hillingdon,0.947,,
E01002503,London,Hillingdon,0.947,,
E01002504,London,Hillingdon,0.962,,
E01002505,London,Hillingdon,0.957,,
E01002506,London,Hillingdon,0.964,,
E01002507,London,Hillingdon,0.965,,
E01002508,London,Hillingdon,0.932,,
E01002509,London,Hillingdon,0.941,,
E01002511,London,Hillingdon,0.928,,
E01002512,London,Hillingdon,0.945,,
E01002513,London,Hillingdon,0.925,,
E01002514,London,Hillingdon,0.938,,
E01002515,London,Hillingdon,0.96,,
E01002516,London,Hillingdon,0.971,,
E01002518,London,Hillingdon,0.963,,
E01002519,London,Hillingdon,0.957,,
E01002520,London,Hillingdon,0.966,,
E01002521,London,Hillingdon,0.952,,
E01002523,London,Hillingdon,0.968,,
E01002525,London,Hillingdon,0.944,,
E01002526,London,Hillingdon,0.976,,
E01002527,London,Hillingdon,0.945,,
E01002528,London,Hillingdon,0.952,,
E01002529,London,Hillingdon,0.978,,
E01002530,London,Hillingdon,0.928,,
E01002531,London,Hillingdon,0.958,,
E01002532,London,Hillingdon,0.983,,
E01002533,London,Hillingdon,0.947,,
E01002534,London,Hillingdon,0.916,,
E01002535,London,Hillingdon,0.955,,
E01002536,London,Hillingdon,0.966,,
E01002537,London,Hillingdon,0.954,,
E01002538,London,Hillingdon,0.938,,
E01002539,London,Hillingdon,0.958,,
E01002540,London,Hillingdon,0.946,,
E01002541,London,Hillingdon,0.958,,
E01002542,London,Hillingdon,0.956,,
E01002543,London,Hillingdon,0.949,,
E01002544,London,Hillingdon,0.97,,
E01002545,London,Hillingdon,0.968,,
E01002546,London,Hillingdon,0.959,,
E01002547,London,Hillingdon,0.978,,
E01002548,London,Hillingdon,0.93,,
E01002549,London,Hillingdon,0.947,,
E01002550,London,Hillingdon,0.962,,
E01002551,London,Hillingdon,0.942,,
E01002552,London,Hillingdon,0.951,,
E01002553,London,Hillingdon,0.936,,
E01002554,London,Hillingdon,0.985,,
E01002555,London,Hounslow,0.964,,
E01002556,London,Hounslow,0.952,,
E01002557,London,Hounslow,0.955,,
E01002558,London,Hounslow,0.953,,
E01002559,London,Hounslow,0.964,,
E01002560,London,Hounslow,0.942,,
E01002561,London,Hounslow,0.96,,
E01002562,London,Hounslow,0.965,,
E01002563,London,Hounslow,0.968,,
E01002564,London,Hounslow,0.962,,
E01002565,London,Hounslow,0.97,,
E01002566,London,Hounslow,0.98,,
E01002567,London,Hounslow,0.955,,
E01002568,London,Hounslow,0.962,,
E01002569,London,Hounslow,0.97,,
E01002570,London,Hounslow,0.96,,
E01002571,London,Hounslow,0.98,,
E01002572,London,Hounslow,0.935,,
E01002573,London,Hounslow,0.968,,
E01002574,London,Hounslow,0.962,,
E01002575,London,Hounslow,0.958,,
E01002576,London,Hounslow,0.981,,
E01002577,London,Hounslow,0.958,,
E01002578,London,Hounslow,0.962,,
E01002579,London,Hounslow,0.952,,
E01002580,London,Hounslow,0.961,,
E01002581,London,Hounslow,0.984,,
E01002582,London,Hounslow,0.976,,
E01002583,London,Hounslow,0.975,,
E01002584,London,Hounslow,0.977,,
E01002585,London,Hounslow,0.963,,
E01002586,London,Hounslow,0.987,,
E01002587,London,Hounslow,0.969,,
E01002588,London,Hounslow,0.958,,
E01002589,London,Hounslow,0.961,,
E01002590,London,Hounslow,0.949,,
E01002591,London,Hounslow,0.948,,
E01002592,London,Hounslow,0.946,,
E01002593,London,Hounslow,0.939,,
E01002594,London,Hounslow,0.953,,
E01002595,London,Hounslow,0.949,,
E01002596,London,Hounslow,0.984,,
E01002598,London,Hounslow,0.969,,
E01002599,London,Hounslow,0.954,,
E01002600,London,Hounslow,0.967,,
E01002601,London,Hounslow,0.975,,
E01002602,London,Hounslow,0.96,,
E01002603,London,Hounslow,0.975,,
E01002604,London,Hounslow,0.966,,
E01002605,London,Hounslow,0.961,,
E01002606,London,Hounslow,0.93,,
E01002607,London,Hounslow,0.963,,
E01002608,London,Hounslow,0.965,,
E01002609,London,Hounslow,0.947,,
E01002610,London,Hounslow,0.94,,
E01002611,London,Hounslow,0.956,,
E01002612,London,Hounslow,0.95,,
E01002613,London,Hounslow,0.959,,
E01002614,London,Hounslow,0.966,,
E01002615,London,Hounslow,0.942,,
E01002616,London,Hounslow,0.946,,
E01002617,London,Hounslow,0.963,,
E01002618,London,Hounslow,0.984,,
E01002619,London,Hounslow,0.959,,
E01002620,London,Hounslow,0.965,,
E01002621,London,Hounslow,0.979,,
E01002622,London,Hounslow,0.966,,
E01002623,London,Hounslow,0.974,,
E01002624,London,Hounslow,0.968,,
E01002625,London,Hounslow,0.98,,
E01002626,London,Hounslow,0.968,,
E01002627,London,Hounslow,0.965,,
E01002628,London,Hounslow,0.959,,
E01002629,London,Hounslow,0.969,,
E01002630,London,Hounslow,0.975,,
E01002631,London,Hounslow,0.984,,
E01002632,London,Hounslow,0.964,,
E01002633,London,Hounslow,0.955,,
E01002634,London,Hounslow,0.966,,
E01002635,London,Hounslow,0.967,,
E01002636,London,Hounslow,0.953,,
E01002637,London,Hounslow,0.973,,
E01002638,London,Hounslow,0.985,,
E01002639,London,Hounslow,0.97,,
E01002640,London,Hounslow,0.976,,
E01002641,London,Hounslow,0.977,,
E01002642,London,Hounslow,0.977,,
E01002643,London,Hounslow,0.956,,
E01002645,London,Hounslow,0.962,,
E01002646,London,Hounslow,0.972,,
E01002647,London,Hounslow,0.98,,
E01002648,London,Hounslow,0.977,,
E01002649,London,Hounslow,0.969,,
E01002650,London,Hounslow,0.983,,
E01002651,London,Hounslow,0.983,,
E01002652,London,Hounslow,0.978,,
E01002653,London,Hounslow,0.972,,
E01002654,London,Hounslow,0.963,,
E01002655,London,Hounslow,0.955,,
E01002656,London,Hounslow,0.967,,
E01002657,London,Hounslow,0.96,,
E01002658,London,Hounslow,0.96,,
E01002659,London,Hounslow,0.944,,
E01002660,London,Hounslow,0.97,,
E01002661,London,Hounslow,0.977,,
E01002662,London,Hounslow,0.986,,
E01002663,London,Hounslow,0.969,,
E01002664,London,Hounslow,0.98,,
E01002665,London,Hounslow,0.947,,
E01002666,London,Hounslow,0.97,,
E01002667,London,Hounslow,0.963,,
E01002668,London,Hounslow,0.974,,
E01002669,London,Hounslow,0.965,,
E01002670,London,Hounslow,0.954,,
E01002671,London,Hounslow,0.959,,
E01002672,London,Hounslow,0.966,,
E01002673,London,Hounslow,0.963,,
E01002674,London,Hounslow,0.98,,
E01002675,London,Hounslow,0.982,,
E01002676,London,Hounslow,0.968,,
E01002677,London,Hounslow,0.971,,
E01002678,London,Hounslow,0.975,,
E01002679,London,Hounslow,0.962,,
E01002680,London,Hounslow,0.976,,
E01002681,London,Hounslow,0.973,,
E01002682,London,Hounslow,0.973,,
E01002683,London,Hounslow,0.976,,
E01002684,London,Hounslow,0.972,,
E01002686,London,Hounslow,0.931,,
E01002687,London,Hounslow,0.962,,
E01002689,London,Hounslow,0.94,,
E01002690,London,Hounslow,0.982,,
E01002691,London,Hounslow,0.962,,
E01002692,London,Hounslow,0.966,,
E01002693,London,Hounslow,0.952,,
E01002694,London,Islington,0.954,,
E01002695,London,Islington,0.969,,
E01002696,London,Islington,0.971,,
E01002697,London,Islington,0.949,,
E01002698,London,Islington,0.976,,
E01002699,London,Islington,0.96,,
E01002700,London,Islington,0.981,,
E01002701,London,Islington,0.938,,
E01002702,London,Islington,0.977,,
E01002703,London,Islington,0.971,,
E01002704,London,Islington,0.959,,
E01002706,London,Islington,0.95,,
E01002707,London,Islington,0.968,,
E01002708,London,Islington,0.959,,
E01002709,London,Islington,0.953,,
E01002710,London,Islington,0.935,,
E01002711,London,Islington,0.977,,
E01002712,London,Islington,0.96,,
E01002713,London,Islington,0.937,,
E01002714,London,Islington,0.975,,
E01002715,London,Islington,0.938,,
E01002716,London,Islington,0.943,,
E01002717,London,Islington,0.958,,
E01002718,London,Islington,0.963,,
E01002719,London,Islington,0.968,,
E01002720,London,Islington,0.957,,
E01002721,London,Islington,0.963,,
E01002722,London,Islington,0.942,,
E01002723,London,Islington,0.943,,
E01002724,London,Islington,0.977,,
E01002725,London,Islington,0.942,,
E01002726,London,Islington,0.954,,
E01002727,London,Islington,0.954,,
E01002728,London,Islington,0.935,,
E01002729,London,Islington,0.932,,
E01002730,London,Islington,0.966,,
E01002731,London,Islington,0.984,,
E01002732,London,Islington,0.949,,
E01002733,London,Islington,0.979,,
E01002734,London,Islington,0.97,,
E01002735,London,Islington,0.968,,
E01002736,London,Islington,0.948,,
E01002737,London,Islington,0.968,,
E01002738,London,Islington,0.956,,
E01002739,London,Islington,0.963,,
E01002740,London,Islington,0.977,,
E01002741,London,Islington,0.951,,
E01002742,London,Islington,0.966,,
E01002743,London,Islington,0.956,,
E01002744,London,Islington,0.946,,
E01002745,London,Islington,0.951,,
E01002747,London,Islington,0.962,,
E01002748,London,Islington,0.949,,
E01002749,London,Islington,0.966,,
E01002751,London,Islington,0.956,,
E01002752,London,Islington,0.963,,
E01002753,London,Islington,0.962,,
E01002754,London,Islington,0.967,,
E01002755,London,Islington,0.939,,
E01002756,London,Islington,0.954,,
E01002757,London,Islington,0.961,,
E01002758,London,Islington,0.94,,
E01002759,London,Islington,0.957,,
E01002760,London,Islington,0.964,,
E01002762,London,Islington,0.97,,
E01002763,London,Islington,0.915,,
E01002764,London,Islington,0.946,,
E01002765,London,Islington,0.961,,
E01002766,London,Islington,0.965,,
E01002767,London,Islington,0.939,,
E01002768,London,Islington,0.937,,
E01002769,London,Islington,0.949,,
E01002770,London,Islington,0.975,,
E01002771,London,Islington,0.953,,
E01002772,London,Islington,0.971,,
E01002773,London,Islington,0.926,,
E01002774,London,Islington,0.948,,
E01002775,London,Islington,0.972,,
E01002776,London,Islington,0.977,,
E01002777,London,Islington,0.969,,
E01002778,London,Islington,0.95,,
E01002779,London,Islington,0.971,,
E01002780,London,Islington,0.958,,
E01002781,London,Islington,0.952,,
E01002782,London,Islington,0.944,,
E01002783,London,Islington,0.932,,
E01002784,London,Islington,0.944,,
E01002785,London,Islington,0.959,,
E01002786,London,Islington,0.944,,
E01002787,London,Islington,0.959,,
E01002788,London,Islington,0.962,,
E01002789,London,Islington,0.973,,
E01002790,London,Islington,0.943,,
E01002791,London,Islington,0.969,,
E01002792,London,Islington,0.978,,
E01002793,London,Islington,0.955,,
E01002794,London,Islington,0.976,,
E01002795,London,Islington,0.979,,
E01002796,London,Islington,0.965,,
E01002797,London,Islington,0.948,,
E01002798,London,Islington,0.958,,
E01002799,London,Islington,0.957,,
E01002800,London,Islington,0.946,,
E01002801,London,Islington,0.975,,
E01002802,London,Islington,0.967,,
E01002803,London,Islington,0.975,,
E01002804,London,Islington,0.95,,
E01002805,London,Islington,0.96,,
E01002806,London,Islington,0.951,,
E01002807,London,Islington,0.938,,
E01002808,London,Islington,0.955,,
E01002809,London,Islington,0.981,,
E01002810,London,Islington,0.956,,
E01002811,London,Islington,0.949,,
E01002812,London,Kensington and Chelsea,0.97,,
E01002813,London,Kensington and Chelsea,0.946,,
E01002814,London,Kensington and Chelsea,0.964,,
E01002815,London,Kensington and Chelsea,0.963,,
E01002816,London,Kensington and Chelsea,0.946,,
E01002817,London,Kensington and Chelsea,0.955,,
E01002818,London,Kensington and Chelsea,0.967,,
E01002819,London,Kensington and Chelsea,0.959,,
E01002820,London,Kensington and Chelsea,0.964,,
E01002821,London,Kensington and Chelsea,0.976,,
E01002822,London,Kensington and Chelsea,0.966,,
E01002823,London,Kensington and Chelsea,0.917,,
E01002824,London,Kensington and Chelsea,0.953,,
E01002825,London,Kensington and Chelsea,0.971,,
E01002826,London,Kensington and Chelsea,0.963,,
E01002827,London,Kensington and Chelsea,0.952,,
E01002828,London,Kensington and Chelsea,0.965,,
E01002829,London,Kensington and Chelsea,0.959,,
E01002830,London,Kensington and Chelsea,0.944,,
E01002831,London,Kensington and Chelsea,0.922,,
E01002832,London,Kensington and Chelsea,0.957,,
E01002833,London,Kensington and Chelsea,0.957,,
E01002834,London,Kensington and Chelsea,0.97,,
E01002835,London,Kensington and Chelsea,0.968,,
E01002836,London,Kensington and Chelsea,0.975,,
E01002837,London,Kensington and Chelsea,0.965,,
E01002838,London,Kensington and Chelsea,0.971,,
E01002839,London,Kensington and Chelsea,0.954,,
E01002840,London,Kensington and Chelsea,0.906,,
E01002841,London,Kensington and Chelsea,0.941,,
E01002842,London,Kensington and Chelsea,0.92,,
E01002843,London,Kensington and Chelsea,0.926,,
E01002844,London,Kensington and Chelsea,0.949,,
E01002845,London,Kensington and Chelsea,0.909,,
E01002846,London,Kensington and Chelsea,0.965,,
E01002847,London,Kensington and Chelsea,0.976,,
E01002848,London,Kensington and Chelsea,0.95,,
E01002849,London,Kensington and Chelsea,0.952,,
E01002850,London,Kensington and Chelsea,0.974,,
E01002851,London,Kensington and Chelsea,0.911,,
E01002852,London,Kensington and Chelsea,0.951,,
E01002853,London,Kensington and Chelsea,0.946,,
E01002854,London,Kensington and Chelsea,0.937,,
E01002855,London,Kensington and Chelsea,0.949,,
E01002856,London,Kensington and Chelsea,0.953,,
E01002857,London,Kensington and Chelsea,0.937,,
E01002858,London,Kensington and Chelsea,0.962,,
E01002859,London,Kensington and Chelsea,0.958,,
E01002860,London,Kensington and Chelsea,0.98,,
E01002861,London,Kensington and Chelsea,0.965,,
E01002862,London,Kensington and Chelsea,0.938,,
E01002863,London,Kensington and Chelsea,0.966,,
E01002864,London,Kensington and Chelsea,0.972,,
E01002865,London,Kensington and Chelsea,0.968,,
E01002866,London,Kensington and Chelsea,0.974,,
E01002867,London,Kensington and Chelsea,0.954,,
E01002868,London,Kensington and Chelsea,0.96,,
E01002869,London,Kensington and Chelsea,0.955,,
E01002870,London,Kensington and Chelsea,0.949,,
E01002871,London,Kensington and Chelsea,0.977,,
E01002872,London,Kensington and Chelsea,0.921,0.924,0.917
E01002873,London,Kensington and Chelsea,0.95,,
E01002874,London,Kensington and Chelsea,0.947,,
E01002875,London,Kensington and Chelsea,0.945,,
E01002876,London,Kensington and Chelsea,0.961,,
E01002877,London,Kensington and Chelsea,0.961,,
E01002878,London,Kensington and Chelsea,0.928,,
E01002879,London,Kensington and Chelsea,0.941,,
E01002880,London,Kensington and Chelsea,0.967,,
E01002881,London,Kensington and Chelsea,0.95,,
E01002882,London,Kensington and Chelsea,0.941,,
E01002883,London,Kensington and Chelsea,0.962,,
E01002884,London,Kensington and Chelsea,0.966,,
E01002885,London,Kensington and Chelsea,0.97,,
E01002886,London,Kensington and Chelsea,0.963,,
E01002887,London,Kensington and Chelsea,0.963,,
E01002888,London,Kensington and Chelsea,0.966,,
E01002889,London,Kensington and Chelsea,0.976,,
E01002890,London,Kensington and Chelsea,0.965,,
E01002891,London,Kensington and Chelsea,0.975,,
E01002892,London,Kensington and Chelsea,0.965,,
E01002893,London,Kensington and Chelsea,0.939,,
E01002894,London,Kensington and Chelsea,0.971,,
E01002895,London,Kensington and Chelsea,0.972,,
E01002896,London,Kensington and Chelsea,0.961,,
E01002897,London,Kensington and Chelsea,0.956,,
E01002898,London,Kensington and Chelsea,0.956,,
E01002899,London,Kensington and Chelsea,0.936,,
E01002900,London,Kensington and Chelsea,0.967,,
E01002901,London,Kensington and Chelsea,0.944,,
E01002902,London,Kensington and Chelsea,0.957,,
E01002903,London,Kensington and Chelsea,0.967,,
E01002904,London,Kensington and Chelsea,0.932,,
E01002905,London,Kensington and Chelsea,0.929,,
E01002906,London,Kensington and Chelsea,0.955,,
E01002907,London,Kensington and Chelsea,0.941,,
E01002908,London,Kensington and Chelsea,0.956,,
E01002909,London,Kensington and Chelsea,0.948,,
E01002910,London,Kensington and Chelsea,0.944,,
E01002911,London,Kensington and Chelsea,0.959,,
E01002912,London,Kensington and Chelsea,0.964,,
E01002913,London,Kensington and Chelsea,0.968,,
E01002914,London,Kensington and Chelsea,0.946,,
E01002915,London,Kingston upon Thames,0.954,,
E01002916,London,Kingston upon Thames,0.941,,
E01002917,London,Kingston upon Thames,0.943,,
E01002918,London,Kingston upon Thames,0.962,,
E01002919,London,Kingston upon Thames,0.969,,
E01002920,London,Kingston upon Thames,0.959,,
E01002921,London,Kingston upon Thames,0.957,,
E01002922,London,Kingston upon Thames,0.941,,
E01002923,London,Kingston upon Thames,0.928,,
E01002924,London,Kingston upon Thames,0.957,,
E01002925,London,Kingston upon Thames,0.964,,
E01002926,London,Kingston upon Thames,0.955,,
E01002927,London,Kingston upon Thames,0.953,,
E01002928,London,Kingston upon Thames,0.963,,
E01002929,London,Kingston upon Thames,0.969,,
E01002930,London,Kingston upon Thames,0.965,,
E01002931,London,Kingston upon Thames,0.96,,
E01002932,London,Kingston upon Thames,0.965,,
E01002933,London,Kingston upon Thames,0.944,,
E01002934,London,Kingston upon Thames,0.975,,
E01002935,London,Kingston upon Thames,0.971,,
E01002937,London,Kingston upon Thames,0.971,,
E01002938,London,Kingston upon Thames,0.958,,
E01002939,London,Kingston upon Thames,0.957,,
E01002940,London,Kingston upon Thames,0.936,,
E01002941,London,Kingston upon Thames,0.934,,
E01002942,London,Kingston upon Thames,0.947,,
E01002943,London,Kingston upon Thames,0.929,,
E01002944,London,Kingston upon Thames,0.966,,
E01002945,London,Kingston upon Thames,0.953,,
E01002946,London,Kingston upon Thames,0.932,,
E01002947,London,Kingston upon Thames,0.942,,
E01002948,London,Kingston upon Thames,0.953,,
E01002949,London,Kingston upon Thames,0.948,,
E01002950,London,Kingston upon Thames,0.937,,
E01002951,London,Kingston upon Thames,0.976,,
E01002952,London,Kingston upon Thames,0.974,,
E01002953,London,Kingston upon Thames,0.971,,
E01002954,London,Kingston upon Thames,0.961,,
E01002955,London,Kingston upon Thames,0.965,,
E01002956,London,Kingston upon Thames,0.967,,
E01002957,London,Kingston upon Thames,0.952,,
E01002958,London,Kingston upon Thames,0.959,,
E01002959,London,Kingston upon Thames,0.963,,
E01002960,London,Kingston upon Thames,0.965,,
E01002961,London,Kingston upon Thames,0.957,,
E01002962,London,Kingston upon Thames,0.956,,
E01002963,London,Kingston upon Thames,0.965,,
E01002964,London,Kingston upon Thames,0.956,,
E01002965,London,Kingston upon Thames,0.977,,
E01002966,London,Kingston upon Thames,0.977,,
E01002967,London,Kingston upon Thames,0.969,,
E01002968,London,Kingston upon Thames,0.977,,
E01002969,London,Kingston upon Thames,0.955,0.957,0.952
E01002970,London,Kingston upon Thames,0.944,,
E01002971,London,Kingston upon Thames,0.973,,
E01002972,London,Kingston upon Thames,0.97,,
E01002973,London,Kingston upon Thames,0.955,,
E01002974,London,Kingston upon Thames,0.965,,
E01002975,London,Kingston upon Thames,0.948,,
E01002976,London,Kingston upon Thames,0.949,,
E01002977,London,Kingston upon Thames,0.943,,
E01002978,London,Kingston upon Thames,0.96,,
E01002979,London,Kingston upon Thames,0.961,,
E01002980,London,Kingston upon Thames,0.952,,
E01002981,London,Kingston upon Thames,0.962,,
E01002982,London,Kingston upon Thames,0.955,,
E01002983,London,Kingston upon Thames,0.952,,
E01002984,London,Kingston upon Thames,0.959,,
E01002985,London,Kingston upon Thames,0.961,,
E01002986,London,Kingston upon Thames,0.957,,
E01002987,London,Kingston upon Thames,0.954,,
E01002988,London,Kingston upon Thames,0.984,,
E01002989,London,Kingston upon Thames,0.973,,
E01002990,London,Kingston upon Thames,0.963,,
E01002991,London,Kingston upon Thames,0.972,,
E01002992,London,Kingston upon Thames,0.977,,
E01002993,London,Kingston upon Thames,0.957,,
E01002994,London,Kingston upon Thames,0.97,,
E01002995,London,Kingston upon Thames,0.975,,
E01002996,London,Kingston upon Thames,0.968,,
E01002997,London,Kingston upon Thames,0.97,,
E01002998,London,Kingston upon Thames,0.95,,
E01002999,London,Kingston upon Thames,0.96,,
E01003000,London,Kingston upon Thames,0.965,,
E01003001,London,Kingston upon Thames,0.95,,
E01003002,London,Kingston upon Thames,0.95,,
E01003003,London,Kingston upon Thames,0.951,,
E01003004,London,Kingston upon Thames,0.957,,
E01003005,London,Kingston upon Thames,0.958,,
