lsoa_code,lsoa21nm,msoa21cd,msoa21nm,lad22cd,lad22nm,dpi_score,dpi_ci_lower,dpi_ci_upper,imd_score,imd_income_score,imd_employ_score,imd_edu_score,imd_health_score,imd_crime_score,imd_barriers_score,imd_livenv_score,imd_pop2015,bb_q_dl_core,bb_q_ul_core,bb_q_sfu_core,crime_count_window,crime_rate_per_1000_window,crime_rate_per_1000_window_log1p
E01004055,Southwark 001E,E02000807,Southwark 001,E09000028,Southwark,0.938,,,38.922,0.22899999999999998,0.168,28.213,0.443,0.803,46.772,23.38,1300,112.175,74.625,99.85,63.0,48.46153846153846,3.901195366776083
E01033873,Southwark 009G,E02000815,Southwark 009,E09000028,Southwark,0.98,,,49.164,0.28,0.145,13.806999999999999,0.941,1.77,39.184,69.793,1249,135.16,67.7,71.1,508.0,406.7253803042434,6.01059386028948
E01003913,Southwark 024A,E02000830,Southwark 024,E09000028,Southwark,0.968,,,19.198,0.118,0.091,4.429999999999999,-0.085,0.46,28.782,29.106,1945,136.14000000000001,90.2,95.4,421.0,216.45244215938303,5.3819801698814
E01003939,Southwark 002E,E02000808,Southwark 002,E09000028,Southwark,0.979,,,20.471,0.116,0.062,4.182,0.253,-0.004,38.906000000000006,37.911,1904,134.875,63.53333333333333,89.76666666666667,869.0,456.4075630252101,6.125574816268795
E01003966,Southwark 015B,E02000821,Southwark 015,E09000028,Southwark,0.954,,,33.346,0.206,0.115,17.675,0.495,1.007,34.016,41.698,1949,152.9,90.93333333333334,92.86666666666667,250.0,128.27090815802975,4.86191026555183
E01003981,Southwark 006F,E02000812,Southwark 006,E09000028,Southwark,0.955,,,26.493,0.107,0.067,15.970000000000002,0.599,0.9470000000000001,37.749,41.484,2278,92.25999999999999,55.660000000000004,88.46000000000001,845.0,370.93942054433717,5.918730993012878
E01003983,Southwark 018A,E02000824,Southwark 018,E09000028,Southwark,0.947,,,31.14,0.23300000000000004,0.146,23.385,-0.192,0.342,34.01,29.661,2296,132.64,89.92,93.6,120.0,52.26480836236934,3.975275857241413
E01004035,Southwark 011D,E02000817,Southwark 011,E09000028,Southwark,0.943,,,36.203,0.207,0.129,16.664,1.266,1.167,32.997,26.578,1514,133.4,76.58,81.94,191.0,126.1558784676354,4.845413723340809
E01004041,Southwark 013D,E02000819,Southwark 013,E09000028,Southwark,0.948,,,27.397,0.15899999999999997,0.101,14.781,-0.031,0.855,38.977,32.887,1725,248.1833333333333,93.95,100.0,107.0,62.028985507246375,4.143594708000379
E01004046,Southwark 028E,E02000834,Southwark 028,E09000028,Southwark,0.967,,,17.334,0.101,0.074,4.344,-0.097,0.404,24.314999999999998,36.507,1762,136.06,98.96000000000001,100.0,96.0,54.48354143019296,4.016086425965169
E01004050,Southwark 024D,E02000830,Southwark 024,E09000028,Southwark,0.972,,,14.511,0.058,0.033,1.077,-0.765,0.404,33.101,48.538,1573,109.75999999999999,67.96000000000001,100.0,77.0,48.95104895104895,3.911043504895065
E01004058,Southwark 008C,E02000814,Southwark 008,E09000028,Southwark,0.994,,,8.41,0.024,0.009,0.721,-0.6779999999999999,0.245,28.683,27.947,1758,243.16666666666666,85.91666666666667,98.55,59.0,33.5608646188851,3.542721961530467
E01003921,Southwark 021C,E02000827,Southwark 021,E09000028,Southwark,0.972,,,39.685,0.19,0.164,17.499,1.058,1.236,33.789,44.695,1596,89.53999999999999,80.6,92.86,690.0,432.3308270676692,6.071501471074798
E01003935,Southwark 002D,E02000808,Southwark 002,E09000028,Southwark,0.958,,,21.011,0.153,0.077,10.474,0.497,-0.754,32.882,26.374,1300,120.675,64.95,74.525,384.0,295.3846153846154,5.691657987164621
E01003986,Southwark 011A,E02000817,Southwark 011,E09000028,Southwark,0.932,,,38.146,0.273,0.17099999999999999,34.611,0.389,0.776,30.512999999999998,23.747,1574,131.52,81.9,91.84,159.0,101.01651842439645,4.625134745509761
E01003987,Southwark 011B,E02000817,Southwark 011,E09000028,Southwark,0.932,,,34.241,0.258,0.154,26.706,0.482,0.125,34.958,20.671,1873,126.3,83.54285714285713,98.92857142857143,108.0,57.66150560597971,4.071783729874878
E01004002,Southwark 029A,E02000835,Southwark 029,E09000028,Southwark,0.956,,,17.58,0.084,0.083,7.079,-0.279,0.288,26.163,39.368,1912,176.7,99.28,99.86,81.0,42.36401673640167,3.7696299897504897
E01004005,Southwark 023D,E02000829,Southwark 023,E09000028,Southwark,0.958,,,45.149,0.282,0.2,16.715,1.141,0.75,38.99,37.061,2392,115.19166666666666,91.58333333333333,99.7,209.0,87.37458193979933,4.481584393679939
E01004006,Southwark 023E,E02000829,Southwark 023,E09000028,Southwark,0.941,,,26.449,0.144,0.087,11.992,0.248,0.624,34.334,47.09,2219,131.64000000000001,98.56,100.0,89.0,40.10815682739973,3.716206564764787
E01004020,Southwark 029D,E02000835,Southwark 029,E09000028,Southwark,0.957,,,28.028,0.226,0.125,12.044,-0.107,-0.14,42.951,20.252999999999997,1739,142.44,98.36,99.5,76.0,43.70327774583094,3.800046826578407
E01004029,Southwark 001A,E02000807,Southwark 001,E09000028,Southwark,0.989,,,12.382,0.083,0.042,4.385,-0.316,-0.077,29.316,27.717,2309,225.7,94.84,99.34,101.0,43.74187960155912,3.800909966837076
E01004038,Southwark 010C,E02000816,Southwark 010,E09000028,Southwark,0.988,,,22.29,0.151,0.085,9.776,-0.209,0.44300000000000006,38.341,25.293,2549,121.68571428571428,74.75714285714285,85.78571428571429,195.0,76.50058846606512,4.350285529440992
E01032583,Southwark 034D,E02006802,Southwark 034,E09000028,Southwark,0.959,,,30.177000000000003,0.195,0.137,5.543,0.528,-0.183,36.758,43.806,1538,122.45,73.58,97.97999999999999,572.0,371.9115734720416,5.921341323099084
E01033869,Southwark 004F,E02000810,Southwark 004,E09000028,Southwark,0.958,,,24.603,0.16100000000000003,0.087,9.179,0.033,0.8739999999999999,34.391,29.971000000000004,3548,144.34375,87.7375,99.1875,128.0,36.076662908680944,3.612987739578661
E01003984,Southwark 023A,E02000829,Southwark 023,E09000028,Southwark,0.944,,,35.23,0.227,0.123,10.657,0.454,1.32,35.85,39.904,2058,108.25999999999999,86.72,99.67999999999999,219.0,106.41399416909621,4.676690473112554
E01004053,Southwark 001C,E02000807,Southwark 001,E09000028,Southwark,0.985,,,8.683,0.042,0.031,4.405,-0.249,-0.385,28.561,20.77,1901,224.96666666666667,93.66666666666667,96.13333333333333,79.0,41.55707522356655,3.7508461214211897
E01004067,Southwark 022E,E02000828,Southwark 022,E09000028,Southwark,0.968,,,35.543,0.19,0.107,12.991,-0.067,1.9769999999999999,38.682,48.747,2264,136.36666666666667,78.28333333333333,79.11666666666666,1088.0,480.56537102473493,6.177041987390986
E01003919,Southwark 021A,E02000827,Southwark 021,E09000028,Southwark,0.967,,,23.584999999999997,0.109,0.078,7.025,-0.302,1.144,32.524,45.852,1827,93.35,47.6,93.25,185.0,101.25889436234264,4.62750777756859
E01003933,Southwark 034C,E02006802,Southwark 034,E09000028,Southwark,0.974,,,33.607,0.155,0.089,12.752000000000002,0.647,1.56,30.849,58.93999999999999,1533,174.56,89.88,96.6,499.0,325.50554468362685,5.788446930757977
E01003953,Southwark 028A,E02000834,Southwark 028,E09000028,Southwark,0.973,,,18.641,0.096,0.072,3.412,0.208,0.262,26.245,42.774,2109,109.14285714285714,90.81428571428572,99.64285714285714,210.0,99.57325746799431,4.610886391988463
E01004004,Southwark 023C,E02000829,Southwark 023,E09000028,Southwark,0.964,,,31.644,0.197,0.125,13.897000000000002,0.577,0.686,36.722,34.319,2837,119.88571428571429,95.0,98.95714285714287,199.0,70.14451885794854,4.264713285137603
E01004068,Southwark 026E,E02000832,Southwark 026,E09000028,Southwark,0.952,,,34.366,0.232,0.165,15.102,0.555,0.721,33.792,26.605,2127,110.74000000000001,91.36,95.66,207.0,97.32016925246826,4.5882291867012555
E01004059,Southwark 008D,E02000814,Southwark 008,E09000028,Southwark,0.992,,,17.254,0.032,0.017,7.598,-0.088,1.322,30.646,43.357,1491,223.5,84.64,95.2,149.0,99.93293091884641,4.614456245953746
E01004056,Southwark 008A,E02000814,Southwark 008,E09000028,Southwark,0.963,,,19.671,0.13,0.084,8.358,0.039,0.286,31.894,23.148,2118,249.71666666666667,95.98333333333333,97.36666666666667,119.0,56.185080264400376,4.046293029824053
E01033867,Southwark 002F,E02000808,Southwark 002,E09000028,Southwark,0.971,,,16.421,0.08699999999999998,0.047,3.94,-0.05,-0.475,35.145,43.891000000000005,3056,139.3125,71.6625,86.6125,476.0,155.75916230366494,5.054710629502818
E01004033,Southwark 007C,E02000813,Southwark 007,E09000028,Southwark,0.969,,,27.067000000000004,0.191,0.102,9.924,-0.033,0.9299999999999999,33.452,31.59,2595,176.165,88.24,97.44,283.0,109.05587668593449,4.700988206691527
E01003934,Southwark 002C,E02000808,Southwark 002,E09000028,Southwark,0.957,,,18.616,0.118,0.075,3.1,-0.128,-0.804,33.25,43.465,1756,220.525,87.73333333333333,95.98333333333333,799.0,455.0113895216401,6.122517786223606
E01004063,Southwark 025C,E02000831,Southwark 025,E09000028,Southwark,0.95,,,27.404,0.148,0.095,2.314,0.634,1.408,27.453,35.605,2044,132.9333333333333,88.3,99.75,207.0,101.27201565557729,4.627636083781588
E01004064,Southwark 026D,E02000832,Southwark 026,E09000028,Southwark,0.939,,,30.525,0.207,0.12,15.922999999999998,0.338,0.908,32.388,30.553,2095,134.78333333333333,93.33333333333333,95.13333333333333,135.0,64.43914081145586,4.181120562799007
E01003949,Southwark 032A,E02000838,Southwark 032,E09000028,Southwark,0.971,,,17.081,0.102,0.077,3.34,-0.07,0.006,30.99,31.212,1967,115.86666666666667,89.89999999999999,99.71666666666665,94.0,47.78851042196238,3.88749484296534
E01003950,Southwark 032B,E02000838,Southwark 032,E09000028,Southwark,0.955,,,27.464999999999996,0.189,0.136,13.64,0.05,0.159,35.402,28.259,1849,120.5,97.5,100.0,125.0,67.60411032990805,4.228352450282466
E01004000,Southwark 026A,E02000832,Southwark 026,E09000028,Southwark,0.941,,,27.983,0.183,0.13,15.492,0.2,0.28,32.427,34.428,2181,124.45,96.75,99.61666666666667,136.0,62.35671710224668,4.148780932752299
E01004018,Southwark 032E,E02000838,Southwark 032,E09000028,Southwark,0.971,,,11.302,0.068,0.05,1.533,-0.472,-0.2,19.359,39.832,1935,119.48333333333335,90.03333333333335,99.64999999999999,99.0,51.16279069767442,3.954369418826646
E01004074,Southwark 031D,E02000837,Southwark 031,E09000028,Southwark,0.979,,,9.778,0.043,0.028,0.251,-1.161,0.58,15.689,42.925,1947,134.325,68.02499999999999,99.45,160.0,82.17770929635336,4.420979394819825
E01004017,Southwark 029C,E02000835,Southwark 029,E09000028,Southwark,0.966,,,15.612,0.09899999999999999,0.073,2.626,-0.114,-0.01,24.015,34.886,1563,107.9,66.58,99.58,62.0,39.66730646193218,3.705424488611853
E01004072,Southwark 030E,E02000836,Southwark 030,E09000028,Southwark,0.965,,,9.199,0.051,0.043,1.335,-1.003,0.264,16.737,35.425,1825,130.38,96.08,99.72,86.0,47.12328767123287,3.873766211117436
E01003969,Southwark 017B,E02000823,Southwark 017,E09000028,Southwark,0.967,,,24.1,0.144,0.072,11.008,-0.318,0.831,31.786000000000005,48.16,2386,108.75,68.08333333333333,94.5,491.0,205.78373847443422,5.3316735054729865
E01004073,Southwark 031C,E02000837,Southwark 031,E09000028,Southwark,0.966,,,8.556,0.061,0.034,0.696,-0.922,-0.147,17.929,35.61,2137,128.62,95.88,99.56,86.0,40.24333177351427,3.7194894457378664
E01033881,Southwark 016F,E02000822,Southwark 016,E09000028,Southwark,0.97,,,35.60345536519387,0.2249594229035167,0.12422542831379622,19.740124436429216,0.2588467087466186,1.1982705139765555,37.140041478809735,39.30418665464382,2218,114.5,58.129999999999995,64.66,331.0,149.2335437330929,5.012191041514042
E01003989,Southwark 018C,E02000824,Southwark 018,E09000028,Southwark,0.955,,,28.863,0.214,0.115,17.791,-0.35,0.756,37.834,26.611,1959,162.78,95.96000000000001,97.26,227.0,115.87544665645738,4.761108809261077
E01004057,Southwark 008B,E02000814,Southwark 008,E09000028,Southwark,0.982,,,21.669,0.142,0.082,10.985,0.11,0.756,31.777999999999995,19.329,1712,131.285,60.06,98.22,150.0,87.61682242990653,4.484321709000158
E01004048,Southwark 027C,E02000833,Southwark 027,E09000028,Southwark,0.968,,,20.516,0.133,0.08,7.763000000000001,-0.137,0.31700000000000006,27.522000000000002,40.908,1617,124.1,89.62,99.72,138.0,85.34322820037106,4.458330378823444
E01004016,Southwark 029B,E02000835,Southwark 029,E09000028,Southwark,0.963,,,20.176,0.133,0.096,7.803,-0.062000000000000006,0.12400000000000001,29.3,31.091999999999995,2602,157.05714285714288,98.35714285714286,99.81428571428572,107.0,41.12221368178324,3.7405752424322882
E01004061,Southwark 025A,E02000831,Southwark 025,E09000028,Southwark,0.964,,,21.531,0.101,0.069,5.808,-0.205,1.389,28.903,36.312,1880,138.35999999999999,88.78,98.82000000000001,209.0,111.17021276595744,4.720017474472285
E01003929,Southwark 002B,E02000808,Southwark 002,E09000028,Southwark,0.974,,,22.973,0.12300000000000001,0.083,12.124,-0.068,0.207,31.890000000000004,49.593,2337,114.22857142857143,70.3,83.7,1458.0,623.8767650834402,6.437554454428189
E01003948,Southwark 033D,E02000839,Southwark 033,E09000028,Southwark,0.965,,,17.282,0.102,0.07,1.478,-0.149,0.636,31.421,25.689,1679,109.61666666666667,80.36666666666666,96.91666666666667,104.0,61.94163192376415,4.142207819545509
E01003988,Southwark 018B,E02000824,Southwark 018,E09000028,Southwark,0.92,,,31.655,0.189,0.12100000000000001,21.86,-0.041,0.649,39.137,42.307,2300,104.78333333333335,82.58333333333333,89.10000000000001,283.0,123.04347826086956,4.820632135284351
E01004015,Southwark 028C,E02000834,Southwark 028,E09000028,Southwark,0.968,,,22.806,0.099,0.066,2.501,0.4129999999999999,1.317,25.735,43.178,1659,112.66,85.91999999999999,99.88,190.0,114.52682338758288,4.749502740120912
E01004052,Southwark 024E,E02000830,Southwark 024,E09000028,Southwark,0.965,,,15.763,0.087,0.071,3.077,-0.414,0.397,28.71,32.355,1891,124.05999999999999,89.46000000000001,99.92,160.0,84.61131676361714,4.449817479591805
E01004062,Southwark 025B,E02000831,Southwark 025,E09000028,Southwark,0.971,,,29.362999999999996,0.183,0.093,14.193,0.372,1.046,35.77,34.071,2301,111.67777777833334,74.7,93.48333333333333,399.0,173.40286831812256,5.161367958117858
E01004031,Southwark 007B,E02000813,Southwark 007,E09000028,Southwark,0.968,,,25.963,0.146,0.079,7.547,-0.058,1.235,35.014,39.938,2174,204.41428571428574,87.01428571428572,89.25714285714285,539.0,247.93008279668814,5.517172065054086
E01004070,Southwark 031B,E02000837,Southwark 031,E09000028,Southwark,0.962,,,13.134,0.095,0.061,1.005,-0.519,0.009,23.724,32.3,2031,143.72,91.34,99.84,98.0,48.2520925652388,3.896951855349772
E01004075,Southwark 031E,E02000837,Southwark 031,E09000028,Southwark,0.983,,,8.625,0.019,0.02,0.232,-1.3,0.718,11.475999999999999,41.649,1817,147.35999999999999,93.58,95.97999999999999,133.0,73.19757842597689,4.306731513872271
E01004069,Southwark 031A,E02000837,Southwark 031,E09000028,Southwark,0.968,,,9.326,0.019,0.016,1.14,-1.205,1.011,14.718,35.648,1516,99.75,34.075,94.075,145.0,95.64643799472296,4.571059350290481
E01003946,Southwark 033B,E02000839,Southwark 033,E09000028,Southwark,0.965,,,17.006,0.088,0.071,5.69,-0.416,0.895,26.207,29.238,1788,135.16666666666666,95.63333333333333,99.73333333333333,125.0,69.91051454138703,4.261418723549443
E01003945,Southwark 033A,E02000839,Southwark 033,E09000028,Southwark,0.966,,,16.412,0.078,0.06,2.872,-0.424,0.715,35.889,26.89,1723,127.7,75.76,99.6,89.0,51.65409170052235,3.963743950669958
E01003951,Southwark 033E,E02000839,Southwark 033,E09000028,Southwark,0.975,,,16.049,0.066,0.068,3.472,-0.231,0.619,32.123,29.837000000000003,1478,130.1,85.6,98.1,139.0,94.04600811907984,4.554361070357401
E01004089,Sutton 019D,E02000858,Sutton 019,E09000029,Sutton,0.954,,,35.547,0.216,0.17999999999999997,30.601,1.045,0.123,33.497,9.212,1453,62.7,24.339999999999996,99.86,271.0,186.51066758430832,5.2338357375750535
E01004126,Sutton 002C,E02000841,Sutton 002,E09000029,Sutton,0.94,,,31.360999999999997,0.214,0.13,33.937,0.076,0.733,27.779,29.349000000000004,1465,151.95,99.125,100.0,93.0,63.48122866894199,4.166374153056251
E01004124,Sutton 002B,E02000841,Sutton 002,E09000029,Sutton,0.941,,,23.237,0.166,0.12,30.821,-0.31,-0.65,25.683,25.225,1930,144.78,97.6,99.76,107.0,55.44041450777202,4.03318547117756
E01004128,Sutton 002D,E02000841,Sutton 002,E09000029,Sutton,0.945,,,23.682,0.154,0.116,27.294,0.17900000000000002,-1.068,28.19,26.595,1478,139.34,99.6,100.0,223.0,150.87956698240865,5.023087884308764
E01004140,Sutton 012B,E02000851,Sutton 012,E09000029,Sutton,0.943,,,33.998,0.215,0.141,21.768,0.929,0.426,32.369,32.096,1568,127.36666666666667,94.46666666666665,99.08333333333333,191.0,121.81122448979592,4.810648416175924
E01004143,Sutton 014A,E02000853,Sutton 014,E09000029,Sutton,0.947,,,11.789999999999997,0.084,0.055999999999999994,7.03,-0.604,-0.284,20.335,31.699,1447,143.2,99.22,100.0,72.0,49.758120248790604,3.9270716100247554
E01004082,Sutton 011G,E02000850,Sutton 011,E09000029,Sutton,0.958,,,5.317,0.04599999999999999,0.04,8.315,-1.253,-0.533,11.687999999999999,16.078,1420,142.675,97.15,99.825,50.0,35.21126760563381,3.589370330224574
E01004133,Sutton 009E,E02000848,Sutton 009,E09000029,Sutton,0.961,,,6.482,0.043,0.032,13.232999999999999,-0.9060000000000001,-0.599,16.574,18.95,1475,161.375,98.275,98.45,21.0,14.23728813559322,2.7237455905659007
E01004155,Sutton 018B,E02000857,Sutton 018,E09000029,Sutton,0.957,,,8.123,0.051,0.035,3.279,-0.586,-0.608,30.059,16.773,1769,117.27142857142857,78.60000000000001,100.0,61.0,34.48275862068965,3.5690469058475753
E01004182,Sutton 019E,E02000858,Sutton 019,E09000029,Sutton,0.949,,,25.061000000000003,0.199,0.14,15.833000000000002,-0.22,-0.164,25.416000000000004,28.376000000000005,1632,129.7,94.53999999999999,100.0,96.0,58.8235294117647,4.091399051992344
E01004174,Sutton 017C,E02000856,Sutton 017,E09000029,Sutton,0.958,,,17.325,0.10099999999999999,0.105,8.874,-0.337,0.181,21.386,29.047000000000004,1470,142.3,86.58,87.1,81.0,55.10204081632653,4.027172190054619
E01004169,Sutton 004C,E02000843,Sutton 004,E09000029,Sutton,0.96,,,27.196,0.195,0.113,21.871,0.022,0.168,35.549,27.223,1372,138.4,95.675,100.0,56.0,40.816326530612244,3.733286850128273
E01004098,Sutton 015B,E02000854,Sutton 015,E09000029,Sutton,0.953,,,5.989,0.06,0.031000000000000003,3.139,-0.788,-0.391,13.298,20.263,1272,162.8,91.425,100.0,49.0,38.52201257861635,3.67685779715528
E01004117,Sutton 006A,E02000845,Sutton 006,E09000029,Sutton,0.932,,,4.051,0.02,0.024,9.254,-0.952,-1.04,15.622,15.067,1392,174.575,100.0,100.0,24.0,17.241379310344826,2.903692601871825
E01004151,Sutton 021D,E02000860,Sutton 021,E09000029,Sutton,0.959,,,14.853,0.074,0.069,4.743,0.2,-0.358,32.279,22.345,1858,129.83333333333334,88.63333333333333,100.0,64.0,34.445640473627556,3.5680002686493735
E01004172,Sutton 010B,E02000849,Sutton 010,E09000029,Sutton,0.96,,,20.888,0.178,0.119,9.781,-0.252,-0.076,23.002,22.363,1668,159.75,92.71666666666665,99.71666666666665,108.0,64.74820143884892,4.18583231614151
E01004173,Sutton 010C,E02000849,Sutton 010,E09000029,Sutton,0.943,,,13.551999999999998,0.087,0.083,10.747,-0.42399999999999993,0.023,17.073,22.336,1347,144.65,89.5,100.0,62.0,46.02821083890126,3.850747652258634
E01004187,Sutton 005E,E02000844,Sutton 005,E09000029,Sutton,0.946,,,22.532,0.127,0.09,23.110999999999997,0.284,0.08200000000000002,30.629999999999995,27.184,1613,141.0,90.36666666666667,99.85000000000001,87.0,53.93676379417235,4.006182774566932
E01004190,Sutton 008C,E02000847,Sutton 008,E09000029,Sutton,0.949,,,4.657,0.04,0.027000000000000003,6.749,-1.315,-0.44100000000000006,15.292,15.837,1384,176.825,94.775,100.0,34.0,24.56647398843931,3.241281883370548
E01004196,Sutton 008F,E02000847,Sutton 008,E09000029,Sutton,0.93,,,5.776,0.049,0.036,6.176,-0.906,-0.635,18.678,14.408,1527,147.8,96.825,99.55,79.0,51.735428945645054,3.9652875056794743
E01004090,Sutton 021A,E02000860,Sutton 021,E09000029,Sutton,0.931,,,34.411,0.244,0.184,34.644,0.348,-0.773,34.543,17.064,1318,141.52499999999998,92.55,100.0,95.0,72.07890743550836,4.291539781145017
E01004096,Sutton 021B,E02000860,Sutton 021,E09000029,Sutton,0.956,,,18.894,0.11499999999999999,0.077,8.169,-0.262,-0.291,33.988,37.444,1509,131.03333333333333,89.28333333333335,100.0,40.0,26.50762094102054,3.3144630914084696
E01004125,Sutton 001A,E02000840,Sutton 001,E09000029,Sutton,0.942,,,31.639,0.199,0.127,29.155999999999995,0.262,0.8609999999999999,27.24,35.243,1604,139.975,94.425,100.0,126.0,78.55361596009976,4.376431208937412
E01004132,Sutton 009D,E02000848,Sutton 009,E09000029,Sutton,0.961,,,6.647,0.038,0.026000000000000002,12.644999999999998,-1.13,-0.138,18.399,19.344,1545,169.45,96.975,100.0,31.0,20.06472491909385,3.047599836674642
E01004183,Sutton 001B,E02000840,Sutton 001,E09000029,Sutton,0.969,,,28.494,0.201,0.12,33.828,0.207,0.333,24.926,27.714,1787,136.72,94.05999999999999,100.0,136.0,76.1052042529379,4.345170778329364
E01004191,Sutton 008D,E02000847,Sutton 008,E09000029,Sutton,0.961,,,7.762,0.056,0.043,11.734,-1.392,-0.24,17.39,19.858,1850,148.84,95.16,99.72,116.0,62.7027027027027,4.154226990291907
E01004149,Sutton 012E,E02000851,Sutton 012,E09000029,Sutton,0.948,,,9.979,0.062,0.054,9.861,-0.592,-0.256,21.336,21.527,1930,144.71666666666667,97.64999999999999,100.0,75.0,38.860103626943,3.685375914554049
E01004141,Sutton 012C,E02000851,Sutton 012,E09000029,Sutton,0.949,,,21.087,0.16500000000000004,0.11,12.102,-0.071,0.306,24.969999999999995,16.537,1652,128.76666666666668,84.96666666666665,100.0,105.0,63.559322033898304,4.167584522572884
E01034153,Sutton 004F,E02000843,Sutton 004,E09000029,Sutton,0.981,,,13.983,0.10599999999999998,0.063,14.959,-0.72,-0.062,21.37,25.73,1842,147.716,55.660000000000004,99.84,61.0,33.11617806731813,3.529771701909713
E01034155,Sutton 012F,E02000851,Sutton 012,E09000029,Sutton,0.966,,,25.999,0.207,0.105,16.943,0.257,0.169,32.599,20.87,2266,120.63333333333334,84.88888888888889,94.3111111111111,454.0,200.35304501323918,5.305059810169152
E01004080,Sutton 011E,E02000850,Sutton 011,E09000029,Sutton,0.923,,,9.86,0.058,0.055,7.212,-0.9519999999999998,0.030999999999999996,27.211999999999996,13.868,1336,129.5,92.125,100.0,63.0,47.15568862275449,3.8744392750404644
E01004107,Sutton 020B,E02000859,Sutton 020,E09000029,Sutton,0.955,,,12.514,0.098,0.078,10.209,-0.37000000000000005,-0.625,18.756,16.84,1609,146.16,96.36,100.0,71.0,44.126786824114355,3.8094760130793865
E01004121,Sutton 006B,E02000845,Sutton 006,E09000029,Sutton,0.932,,,8.307,0.068,0.047,5.502,-0.9070000000000001,0.051,16.945,17.707,1629,153.62,94.56,100.0,164.0,100.67526089625538,4.621784017772345
E01004127,Sutton 005A,E02000844,Sutton 005,E09000029,Sutton,0.953,,,19.777000000000005,0.10499999999999998,0.086,23.379,-0.03,0.377,24.78,26.052,1702,137.44,83.12,100.0,87.0,51.11633372502938,3.953478406824469
E01004139,Sutton 013D,E02000852,Sutton 013,E09000029,Sutton,0.965,,,9.611,0.064,0.051,5.8,-0.665,-0.094,19.168,25.654,1433,141.98,83.4,100.0,80.0,55.82693649685974,4.040010447413297
E01004148,Sutton 014B,E02000853,Sutton 014,E09000029,Sutton,0.939,,,23.361,0.18,0.106,20.281999999999996,-0.403,0.008,31.138,25.836,1745,146.82,98.06,100.0,133.0,76.21776504297995,4.3466295476948895
E01004150,Sutton 021C,E02000860,Sutton 021,E09000029,Sutton,0.921,,,21.634000000000004,0.165,0.108,9.976,0.181,-0.502,30.079999999999995,22.771,1659,104.48571428571428,74.31428571428572,92.94285714285715,156.0,94.03254972875226,4.5542194616404315
E01004162,Sutton 018E,E02000857,Sutton 018,E09000029,Sutton,0.96,,,11.476,0.086,0.059,1.85,-0.096,-0.016,20.907,18.397,1597,123.25,93.11666666666667,99.76666666666667,63.0,39.44896681277395,3.700041100848845
E01004163,Sutton 005B,E02000844,Sutton 005,E09000029,Sutton,0.951,,,14.594,0.085,0.062,16.9,-0.7,0.294,19.013,33.014,1654,157.82,98.26,100.0,53.0,32.04353083434099,3.497825808389228
E01004170,Sutton 017B,E02000856,Sutton 017,E09000029,Sutton,0.973,,,10.215,0.067,0.044,5.047,-0.913,-0.237,18.085,37.92,2211,132.33,89.36,96.72,155.0,70.10402532790593,4.2641439502264
E01004122,Sutton 008B,E02000847,Sutton 008,E09000029,Sutton,0.957,,,5.319,0.035,0.042,3.701,-0.793,-0.46199999999999997,15.802999999999999,16.826,1408,170.9,87.35,100.0,22.0,15.625,2.810907586541918
E01004135,Sutton 003D,E02000842,Sutton 003,E09000029,Sutton,0.949,,,7.551999999999999,0.047,0.042,16.059,-0.828,-0.054000000000000006,13.439,13.811,1447,140.775,96.375,100.0,36.0,24.879060124395302,3.253434152296081
E01004194,Sutton 008E,E02000847,Sutton 008,E09000029,Sutton,0.955,,,11.041,0.073,0.066,7.416,-0.573,-0.092,22.046,17.118,1462,128.62,87.12,100.0,43.0,29.41176470588235,3.414829530452213
E01004175,Sutton 010D,E02000849,Sutton 010,E09000029,Sutton,0.951,,,10.891,0.071,0.068,11.344,-0.672,-1.068,26.271,14.46,1737,129.52,98.58,99.84,53.0,30.51237766263673,3.4503804103212343
E01004167,Sutton 005D,E02000844,Sutton 005,E09000029,Sutton,0.955,,,31.387999999999998,0.251,0.141,29.661,0.55,0.316,22.615,17.496,1391,153.525,88.6,91.1,109.0,78.36089144500359,4.374005695839481
E01004164,Sutton 004A,E02000843,Sutton 004,E09000029,Sutton,0.938,,,12.098,0.041,0.044,13.657,-0.44500000000000006,0.181,20.047,39.602,1408,130.04,81.06,100.0,165.0,117.1875,4.772272346418676
E01004157,Sutton 016E,E02000855,Sutton 016,E09000029,Sutton,0.978,,,3.3269999999999995,0.026,0.021,2.666,-1.141,-0.726,13.854999999999999,17.676,1252,163.125,96.15,100.0,33.0,26.357827476038338,3.309002684486039
E01004081,Sutton 011F,E02000850,Sutton 011,E09000029,Sutton,0.965,,,12.414,0.085,0.068,11.397,-0.3559999999999999,-0.708,22.259,22.579,1598,130.04000000000002,92.64,95.22,58.0,36.29536921151439,3.618869169117191
E01004138,Sutton 013C,E02000852,Sutton 013,E09000029,Sutton,0.959,,,14.166,0.093,0.064,13.35,-0.614,-0.3,21.292,34.544,1696,127.39999999999999,96.10000000000001,99.89999999999999,96.0,56.60377358490566,4.053588079182756
E01004154,Sutton 022E,E02000861,Sutton 022,E09000029,Sutton,0.961,,,4.873,0.037,0.047,0.922,-1.288,-0.86,19.982,13.544000000000002,1441,144.1,90.4,100.0,40.0,27.758501040943788,3.3589334119168193
