lsoa_code,lsoa21nm,msoa21cd,msoa21nm,lad22cd,lad22nm,dpi_score,dpi_ci_lower,dpi_ci_upper,imd_score,imd_income_score,imd_employ_score,imd_edu_score,imd_health_score,imd_crime_score,imd_barriers_score,imd_livenv_score,imd_pop2015,bb_q_dl_core,bb_q_ul_core,bb_q_sfu_core,crime_count_window,crime_rate_per_1000_window,crime_rate_per_1000_window_log1p,pct_no_qual,pct_level4plus,pct_low_skill,risk_edu_low,risk_edu_highskill_inverse,pct_disabled,pct_limited_a_lot,pct_limited_a_little,pct_long_term_not_limited,pct_no_long_term_condition,risk_disability_limited,fuel_poverty_pct,risk_fuel_poverty,rDERI_score_0_10,rDERI_decile
E01002722,Islington 018A,E02000571,Islington 018,E09000019,Islington,0.942,,,36.798,0.242,0.169,17.952,0.628,0.8760000000000001,28.934000000000005,36.328,1458,124.32,96.98,100.0,131.0,89.84910836762688,4.509199980458597,16.929460580912863,51.286307053941904,23.900414937759336,23.900414937759336,48.713692946058096,16.86247408431237,9.39875604699378,7.463718037318589,6.08154803040774,77.05597788527989,16.86247408431237,7.3,7.3,4.743461679130937,9
E01002721,Islington 014C,E02000567,Islington 014,E09000019,Islington,0.963,,,28.168,0.164,0.118,20.917,0.351,0.83,25.557,35.432,1922,127.1,99.05,100.0,130.0,67.63787721123829,4.228844528291777,14.398280802292264,59.38395415472779,18.40974212034384,18.40974212034384,40.61604584527221,16.75840978593272,8.74617737003058,8.01223241590214,5.688073394495413,77.55351681957187,16.75840978593272,5.43,5.43,4.16693486222233,7
E01002720,Islington 016C,E02000569,Islington 016,E09000019,Islington,0.957,,,40.041,0.312,0.18,25.618,0.723,0.4509999999999999,28.756,26.837,2445,100.54285714285712,82.28571428571429,100.0,208.0,85.07157464212679,4.455179213395007,20.747889022919185,41.91797346200241,28.1664656212304,28.1664656212304,58.08202653799759,19.24705882352941,8.847058823529412,10.4,5.270588235294118,75.48235294117647,19.24705882352941,8.78,8.78,5.371345421599854,10
E01002715,Islington 019E,E02000572,Islington 019,E09000019,Islington,0.938,,,38.505,0.263,0.1739999999999999,30.03,0.932,0.543,27.77,26.58,1674,49.46,87.0,99.84,222.0,132.61648745519713,4.894973662584056,19.406392694063925,40.8675799086758,28.99543378995434,28.99543378995434,59.1324200913242,16.676557863501486,9.19881305637982,7.477744807121661,3.916913946587537,79.40652818991097,16.676557863501486,10.53,10.53,5.388129520872544,10
E01002714,Islington 017D,E02000570,Islington 017,E09000019,Islington,0.975,,,14.035,0.078,0.053,5.843,-0.536,0.261,25.392,37.528,1805,56.08,1.26,91.26,180.0,99.7229916897507,4.612374092330616,7.249626307922272,71.44992526158445,9.641255605381168,9.641255605381168,28.550074738415542,13.385315139701104,5.133203378817414,8.25211176088369,7.472384665367121,79.14230019493176,13.385315139701104,7.61,7.61,4.412321109288394,8
E01002711,Islington 021B,E02000574,Islington 021,E09000019,Islington,0.977,,,21.801,0.129,0.086,4.006,0.205,-0.179,35.773,39.811,2356,117.38333333333334,77.25,98.91666666666669,774.0,328.5229202037351,5.797645912080957,9.934497816593886,59.44323144104804,13.31877729257642,13.31877729257642,40.55676855895196,15.278462296697882,6.06209955643174,9.216362740266142,6.407097092163627,78.3144406111385,15.278462296697882,6.8,6.8,2.6850437701779404,2
E01002709,Islington 019C,E02000572,Islington 019,E09000019,Islington,0.953,,,35.167,0.268,0.138,21.039,0.709,0.561,28.304,33.269,1720,68.16,67.53999999999999,99.86,109.0,63.37209302325582,4.164680201043998,19.52380952380953,45.034013605442176,25.918367346938776,25.918367346938776,54.965986394557824,18.375815056312984,9.12863070539419,9.247184350918792,6.816834617664493,74.80735032602253,18.375815056312984,6.48,6.48,5.9730070631122745,10
E01002703,Islington 023C,E02000576,Islington 023,E09000019,Islington,0.971,,,27.328,0.2209999999999999,0.111,16.157,-0.27,0.409,30.919,34.606,2521,128.02916666666667,80.60000000000001,81.93333333333334,237.0,94.01031336771122,4.55398544747352,13.31967213114754,55.43032786885246,20.03073770491803,20.03073770491803,44.56967213114754,15.420760358821015,7.005553182400684,8.415207176420333,5.211448099102947,79.36779154207603,15.420760358821015,6.52,6.52,3.046960065593618,3
E01002702,Islington 023B,E02000576,Islington 023,E09000019,Islington,0.977,,,29.535,0.21,0.124,16.269,0.321,0.581,27.658,36.14,2182,193.89666666,98.9,99.82,493.0,225.93950504124652,5.424683484348949,16.593028964162983,48.257241040746194,22.58222876779578,22.58222876779578,51.742758959253806,15.356564019448946,8.103727714748784,7.252836304700162,4.416531604538088,80.22690437601297,15.356564019448946,6.14,6.14,2.399386268772912,1
E01002701,Islington 023A,E02000576,Islington 023,E09000019,Islington,0.938,,,27.789,0.186,0.108,17.553,0.3960000000000001,0.081,28.431,44.139,1805,165.83333333333334,96.61666666666667,96.68333333333334,637.0,352.90858725761774,5.869038651701336,20.236220472440944,46.61417322834646,27.716535433070867,27.716535433070867,53.38582677165354,20.476190476190474,8.095238095238095,12.38095238095238,5.034013605442176,74.48979591836735,20.476190476190474,7.26,7.26,4.192852215343414,7
E01002698,Islington 017A,E02000570,Islington 017,E09000019,Islington,0.976,,,17.454,0.1179999999999999,0.083,7.193,-0.086,-0.423,28.217,30.939,2474,103.62857142857142,77.60000000000001,99.88571428571429,146.0,59.01374292643492,4.094573584768351,8.956916099773244,68.36734693877551,12.698412698412698,12.698412698412698,31.632653061224488,13.137254901960786,6.225490196078432,6.911764705882353,6.715686274509804,80.14705882352942,13.137254901960786,5.47,5.47,3.1034580498912154,3
E01002694,Islington 019A,E02000572,Islington 019,E09000019,Islington,0.954,,,42.957,0.325,0.181,24.234,1.028,0.611,26.534,32.736,1650,117.68000000000002,94.1,100.0,110.0,66.66666666666667,4.214593690373678,22.0730797912006,38.92617449664429,31.991051454138702,31.991051454138702,61.07382550335571,19.3993993993994,8.708708708708707,10.69069069069069,3.903903903903904,76.6966966966967,19.3993993993994,10.82,10.82,5.41940416040428,10
E01033486,Islington 011E,E02000564,Islington 011,E09000019,Islington,0.958,,,37.609,0.253,0.154,19.629,0.736,1.026,27.741,37.266,987,55.03333333333334,66.8,100.0,131.0,132.72543059777104,4.89578867243659,16.991963260619976,48.220436280137775,25.02870264064294,25.02870264064294,51.77956371986223,19.03381642512077,7.729468599033816,11.304347826086955,5.700483091787439,75.26570048309179,19.03381642512077,8.57,8.57,4.075465055933539,7
E01033487,Islington 011F,E02000564,Islington 011,E09000019,Islington,0.995,,,10.732,0.057,0.021,7.428,-0.228,-1.17,34.547,26.485,1349,59.91666666666666,99.8,99.8,30.0,22.23869532987398,3.1458187914179265,3.213610586011342,81.85255198487712,5.103969754253308,5.103969754253308,18.14744801512288,8.507089241034196,1.6680567139282736,6.839032527105922,7.506255212677231,83.98665554628857,8.507089241034196,2.2,2.2,1.929717116942431,1
E01033493,Islington 006F,E02000559,Islington 006,E09000019,Islington,0.994,,,11.735,0.026,0.009,13.212,0.001,-1.36,33.383,36.041,1665,258.0,98.43333333333334,99.16666666666669,29.0,17.41741741741742,2.91329681564554,2.666666666666667,84.33333333333334,5.0,5.0,15.666666666666655,7.534246575342466,2.054794520547945,5.47945205479452,7.610350076103501,84.85540334855403,7.534246575342466,1.95,1.95,0.2128885858304104,1
E01035651,Islington 007E,E02000560,Islington 007,E09000019,Islington,0.984,,,24.496,0.125,0.067,10.247,-0.13,1.166,32.035,47.063,3033,124.43125,73.275,95.0,156.0,51.43422354104847,3.9595594991486647,11.40215716486903,60.78582434514638,17.103235747303543,17.103235747303543,39.21417565485362,12.38095238095238,4.761904761904762,7.6190476190476195,5.777777777777778,81.84126984126983,12.38095238095238,6.55,6.55,3.319523650327745,4
E01002697,Islington 019B,E02000572,Islington 019,E09000019,Islington,0.949,,,31.847,0.216,0.122,20.908,0.832,0.654,26.617,32.232,2174,135.6,96.44285714285716,99.62857142857142,163.0,74.9770009199632,4.33043067501365,19.606674612634087,43.92133492252682,27.949940405244337,27.949940405244337,56.07866507747318,19.27772126144456,9.562563580874874,9.715157680569684,4.730417090539166,75.99186164801628,19.27772126144456,9.17,9.17,4.276739757164424,8
E01002699,Islington 017B,E02000570,Islington 017,E09000019,Islington,0.96,,,19.741,0.138,0.091,11.888,0.097,-0.259,23.778,33.267,1629,55.61666666666667,78.13333333333334,99.73333333333332,88.0,54.02087170042972,4.007712598708433,12.731481481481485,59.876543209876544,17.59259259259259,17.59259259259259,40.123456790123456,16.430976430976433,6.4646464646464645,9.966329966329964,6.7340067340067336,76.83501683501683,16.430976430976433,6.69,6.69,4.114717210115953,7
E01002707,Islington 022B,E02000575,Islington 022,E09000019,Islington,0.968,,,25.684,0.152,0.083,14.096,0.152,0.34,32.096,50.036,2139,133.8857142857143,92.54285714285712,94.75714285714284,305.0,142.58999532491816,4.966961983747738,17.77638190954774,55.65326633165829,22.23618090452261,22.23618090452261,44.346733668341706,16.30971993410214,8.292147171883581,8.017572762218562,5.2718286655683695,78.41845140032949,16.30971993410214,6.6,6.6,3.105534326051461,3
E01002717,Islington 016A,E02000569,Islington 016,E09000019,Islington,0.958,,,22.402,0.156,0.088,10.784,-0.073,0.8409999999999999,24.761,30.601,1305,121.2,70.775,98.4,60.0,45.97701149425287,3.849658364909693,13.0,61.6,17.7,17.7,38.4,13.504556752278376,5.716652858326429,7.787903893951947,6.95940347970174,79.53603976801989,13.504556752278376,7.59,7.59,3.708623070385557,6
E01002718,Islington 014B,E02000567,Islington 014,E09000019,Islington,0.963,,,19.385,0.096,0.065,10.165,-0.226,0.817,23.647,44.597,1835,133.15,100.0,100.0,89.0,48.50136239782017,3.902000192384175,6.442376521116679,70.65139584824624,9.377236936292055,9.377236936292055,29.34860415175376,13.88712745719721,5.136334812935954,8.750792644261256,6.594800253646163,79.51807228915662,13.88712745719721,6.76,6.76,3.164297533632504,3
E01002719,Islington 016B,E02000569,Islington 016,E09000019,Islington,0.968,,,16.71,0.1,0.072,11.058,-0.504,0.735,21.892,28.609,1662,134.58333333333334,87.78333333333335,100.0,146.0,87.84596871239471,4.48690418173559,9.92,69.12,13.28,13.28,30.879999999999995,13.355704697986578,5.503355704697987,7.852348993288591,6.04026845637584,80.60402684563759,13.355704697986578,5.26,5.26,3.075140459217612,3
E01002727,Islington 021C,E02000574,Islington 021,E09000019,Islington,0.954,,,26.051,0.155,0.1079999999999999,11.902,0.1029999999999999,0.489,28.35,46.35099999999999,1698,140.91666666666666,96.53333333333336,98.15,195.0,114.84098939929328,4.752218469685991,11.976487876561352,62.74797942689199,15.870683321087435,15.870683321087435,37.25202057310801,15.389696169088507,7.067371202113606,8.3223249669749,6.605019815059446,78.00528401585206,15.389696169088507,6.57,6.57,3.0120196535991184,3
E01002728,Islington 021D,E02000574,Islington 021,E09000019,Islington,0.935,,,27.235,0.15,0.095,9.661,0.6709999999999999,1.112,27.014,35.2,1527,92.5,71.125,71.4,148.0,96.92206941715784,4.584171952294356,10.494880546075084,46.84300341296928,14.675767918088736,14.675767918088736,53.15699658703072,17.691723614274867,7.137433561123766,10.5542900531511,6.681852695520122,75.62642369020502,17.691723614274867,10.37,10.37,4.859281022841961,9
E01002729,Islington 021E,E02000574,Islington 021,E09000019,Islington,0.932,,,31.027,0.186,0.159,7.445,-0.079,0.7030000000000001,24.117999999999995,56.134,1731,108.16,93.78,99.0,220.0,127.0941652224148,4.85276565925029,12.803030303030305,54.77272727272727,18.03030303030303,18.03030303030303,45.22727272727273,20.374081496325985,9.151636606546424,11.22244488977956,5.61122244488978,74.01469605878424,20.374081496325985,8.98,8.98,3.923813863605499,6
E01002730,Islington 007A,E02000560,Islington 007,E09000019,Islington,0.966,,,30.4,0.168,0.094,9.46,0.528,1.557,30.287,39.097,1970,133.43333333333334,95.8,97.33333333333331,309.0,156.85279187817258,5.061662901753972,13.137755102040815,54.01785714285714,19.96173469387755,19.96173469387755,45.98214285714286,15.327635327635328,6.552706552706552,8.774928774928775,6.096866096866097,78.57549857549857,15.327635327635328,8.96,8.96,4.031716132205131,7
E01002735,Islington 003A,E02000556,Islington 003,E09000019,Islington,0.968,,,33.51,0.235,0.147,6.451,0.324,1.058,30.602,38.07,1850,132.625,95.0,97.91666666666669,542.0,292.97297297297297,5.683487834449625,9.003091190108192,58.9258114374034,13.330757341576508,13.330757341576508,41.0741885625966,14.338856949611092,5.647615826851539,8.691241122759553,6.019614474129185,79.64152857625973,14.338856949611092,8.54,8.54,3.827900057694457,6
E01002737,Islington 005D,E02000558,Islington 005,E09000019,Islington,0.968,,,35.801,0.268,0.171,25.83,0.611,0.436,27.181,23.924,1977,112.53333333333336,92.88333333333333,99.88333333333333,138.0,69.80273141122915,4.259897579210163,21.59533073929961,42.80155642023346,29.18287937743191,29.18287937743191,57.19844357976654,18.03699897225077,9.815005138746145,8.221993833504625,4.213771839671121,77.7492291880781,18.03699897225077,10.8,10.8,5.437646568533716,10
E01002742,Islington 006A,E02000559,Islington 006,E09000019,Islington,0.966,,,15.801,0.093,0.054,1.487,-0.1869999999999999,0.713,20.561,39.527,1695,137.91,97.58,99.16,97.0,57.227138643067846,4.064351545762537,9.212121212121213,66.96969696969697,12.666666666666668,12.666666666666668,33.03030303030303,10.75,4.3,6.45,6.15,83.1,10.75,5.77,5.77,2.677661636025018,2
E01002743,Islington 009C,E02000562,Islington 009,E09000019,Islington,0.956,,,19.06,0.129,0.071,8.148,0.033,0.358,25.915,34.123,1870,124.2,96.42,100.0,110.0,58.8235294117647,4.091399051992344,9.615384615384617,64.74358974358975,14.102564102564102,14.102564102564102,35.25641025641025,15.016393442622949,6.032786885245902,8.98360655737705,7.016393442622951,77.9672131147541,15.016393442622949,7.61,7.61,3.762585452390445,6
E01002744,Islington 009D,E02000562,Islington 009,E09000019,Islington,0.946,,,17.889,0.113,0.089,6.872,0.185,0.19,22.913,26.629,1629,147.58333333333334,98.48333333333332,98.98333333333332,104.0,63.84284837323512,4.171966625162871,10.74806534823732,63.80051590713671,14.789337919174548,14.789337919174548,36.19948409286329,13.0997715156131,5.483625285605483,7.616146230007616,6.930693069306932,79.96953541507997,13.0997715156131,6.62,6.62,3.382987546001161,4
E01002745,Islington 013C,E02000566,Islington 013,E09000019,Islington,0.951,,,15.807,0.111,0.079,5.096,-0.505,0.454,22.079,27.058,1648,131.86666666666667,91.21666666666664,95.31666666666666,107.0,64.92718446601941,4.188550867314487,12.277867528271406,67.12439418416801,15.751211631663974,15.751211631663974,32.87560581583199,13.172804532577905,4.603399433427762,8.569405099150142,5.878186968838526,80.94900849858358,13.172804532577905,6.81,6.81,3.200349534422508,4
E01002756,Islington 001B,E02000554,Islington 001,E09000019,Islington,0.954,,,27.776,0.181,0.136,4.725,0.182,0.976,23.071,37.351,1412,125.04,95.18,98.18,130.0,92.06798866855524,4.533330287010572,12.250453720508167,61.7967332123412,16.878402903811253,16.878402903811253,38.203266787658805,18.03652968036529,8.447488584474886,9.58904109589041,8.447488584474886,73.51598173515981,18.03652968036529,6.43,6.43,3.6285728541064217,5
E01002759,Islington 002D,E02000555,Islington 002,E09000019,Islington,0.957,,,20.645,0.163,0.089,5.333,0.479,0.17,22.286,25.586,1611,126.6,94.78,99.72,96.0,59.5903165735568,4.10413508779152,15.031152647975077,58.72274143302181,19.70404984423676,19.70404984423676,41.27725856697819,17.00996677740864,7.774086378737542,9.235880398671096,6.112956810631229,76.87707641196013,17.00996677740864,8.36,8.36,3.836406507309757,6
E01002764,Islington 010A,E02000563,Islington 010,E09000019,Islington,0.946,,,30.946,0.213,0.122,15.649,0.107,0.928,29.022,40.609,1869,129.28333333333333,95.98333333333332,99.78333333333336,193.0,103.2637774210808,4.646924009463239,18.55053191489361,47.6063829787234,25.199468085106385,25.199468085106385,52.3936170212766,18.292011019283745,7.823691460055096,10.46831955922865,6.1707988980716255,75.53719008264463,18.292011019283745,8.45,8.45,4.350023261827365,8
E01002766,Islington 015E,E02000568,Islington 015,E09000019,Islington,0.965,,,31.553,0.213,0.128,27.211,0.546,0.415,31.353000000000005,28.901,2420,127.22,80.86,91.26,241.0,99.58677685950414,4.611020806277816,18.26330532212885,42.80112044817927,26.89075630252101,26.89075630252101,57.19887955182073,17.072051399724643,7.664066085360258,9.407985314364389,5.002294630564479,77.92565396971088,17.072051399724643,7.71,7.71,5.1880816576388,10
E01002771,Islington 004C,E02000557,Islington 004,E09000019,Islington,0.953,,,27.333,0.199,0.115,8.655,0.13,0.925,27.616,31.413,1511,118.26,86.44,100.0,128.0,84.71211118464593,4.450994136326558,12.185833968012188,56.89261233815689,18.126428027418125,18.126428027418125,43.10738766184311,16.06217616580311,5.89378238341969,10.16839378238342,6.994818652849741,76.94300518134715,16.06217616580311,8.82,8.82,3.6617170772826673,5
E01002773,Islington 004D,E02000557,Islington 004,E09000019,Islington,0.926,,,50.095000000000006,0.324,0.231,22.424,0.712,2.05,29.198,26.805,1417,118.9,97.82857142857142,99.45714285714288,156.0,110.09174311926606,4.710356374525222,25.35101404056162,40.17160686427457,34.009360374414975,34.009360374414975,59.82839313572543,19.027355623100306,8.753799392097264,10.27355623100304,4.620060790273556,76.35258358662614,19.027355623100306,8.01,8.01,7.160032775265265,10
E01002775,Islington 014D,E02000567,Islington 014,E09000019,Islington,0.972,,,22.198,0.123,0.082,12.816,0.3609999999999999,0.644,25.831000000000003,34.606,1529,113.4,92.58,99.86,160.0,104.64355788096796,4.660070766159108,8.995137763371151,68.80064829821718,12.641815235008105,12.641815235008105,31.199351701782817,14.701704545454543,6.25,8.451704545454545,6.25,79.04829545454545,14.701704545454543,6.99,6.99,3.104163631127428,3
E01002776,Islington 014E,E02000567,Islington 014,E09000019,Islington,0.977,,,32.142,0.204,0.114,16.766,0.895,0.547,27.991,44.237,2028,129.23333333333332,97.71666666666664,99.06666666666666,150.0,73.96449704142012,4.3170146286789794,12.152553329023917,61.40917905623788,18.034906270200388,18.034906270200388,38.59082094376212,16.083916083916083,7.100591715976331,8.983324367939753,5.86336740182894,78.05271651425497,16.083916083916083,7.33,7.33,4.226783138869466,7
E01002782,Islington 012E,E02000565,Islington 012,E09000019,Islington,0.944,,,37.168,0.274,0.1569999999999999,22.688,0.744,0.888,28.157,24.673,1665,118.24,98.0,99.16,134.0,80.48048048048048,4.400363488254332,21.3215859030837,40.70484581497797,29.427312775330392,29.427312775330392,59.29515418502203,17.807262569832403,7.681564245810056,10.125698324022348,4.050279329608938,78.14245810055866,17.807262569832403,10.11,10.11,4.703727864843359,9
E01002786,Islington 010D,E02000563,Islington 010,E09000019,Islington,0.944,,,36.106,0.242,0.152,8.44,0.911,1.038,32.772,29.836,1972,112.25,85.71666666666665,99.13333333333333,191.0,96.85598377281949,4.583496844479444,17.442582247051522,51.08628181253879,24.14649286157666,24.14649286157666,48.91371818746121,18.617844249613203,9.64414646725116,8.973697782362041,6.343476018566271,75.03867973182052,18.617844249613203,8.74,8.74,5.232050237001645,10
E01002791,Islington 016E,E02000569,Islington 016,E09000019,Islington,0.969,,,13.879,0.075,0.054,10.811,-0.469,0.439,21.657,32.805,1980,117.01666666666668,76.75,95.2,353.0,178.2828282828283,5.188964605153757,9.149072296865004,71.33717210492642,13.115802943058222,13.115802943058222,28.662827895073576,15.206878022568512,5.964535196131112,9.2423428264374,7.254164427727028,77.53895754970446,15.206878022568512,5.79,5.79,2.7571040596091443,2
E01002792,Islington 017E,E02000570,Islington 017,E09000019,Islington,0.978,,,16.098,0.097,0.06,4.696,0.059,0.267,23.594,36.347,2100,139.14285714285714,94.74285714285716,98.28571428571428,220.0,104.76190476190476,4.661190386171004,7.823343848580441,67.63406940063092,11.735015772870662,11.735015772870662,32.36593059936908,12.682926829268292,4.5528455284552845,8.130081300813007,6.124661246612466,81.19241192411924,12.682926829268292,6.87,6.87,2.785616574849751,2
E01002797,Islington 018B,E02000571,Islington 018,E09000019,Islington,0.948,,,32.118,0.207,0.129,19.239,0.59,1.015,27.151,32.236,2084,119.28333333333336,93.8,99.9,246.0,118.042226487524,4.779478274602107,17.25663716814159,52.52844500632112,24.020227560050568,24.020227560050568,47.471554993678886,18.914473684210524,9.484649122807015,9.429824561403509,5.098684210526316,75.98684210526315,18.914473684210524,6.38,6.38,4.485642603964067,8
E01002798,Islington 018C,E02000571,Islington 018,E09000019,Islington,0.958,,,21.479,0.145,0.094,5.725,0.235,0.628,22.111,32.049,1972,103.84285714285714,73.72857142857143,100.0,172.0,87.2210953346856,4.479846110544917,9.795673076923077,70.79326923076923,13.100961538461538,13.100961538461538,29.206730769230774,12.639029322548028,5.308392315470172,7.330637007077856,5.915065722952477,81.4459049544995,12.639029322548028,6.86,6.86,3.4716230345653343,5
E01002804,Islington 001D,E02000554,Islington 001,E09000019,Islington,0.95,,,37.376,0.255,0.198,22.754,0.6289999999999999,0.538,29.128,23.730000000000004,1840,118.76,95.26,95.82,168.0,91.30434782608695,4.525091245774107,15.625,51.5625,22.421875,22.421875,48.4375,20.416124837451235,10.598179453836153,9.817945383615085,5.396618985695708,74.18725617685305,20.416124837451235,10.46,10.46,5.10027792648502,9
E01002811,Islington 001F,E02000554,Islington 001,E09000019,Islington,0.949,,,38.606,0.261,0.186,9.079,0.876,1.086,26.5,32.502,1568,122.28333333333336,93.18333333333334,96.41666666666669,97.0,61.86224489795918,4.140945743394151,18.227305218012862,46.60471765546819,24.37455325232309,24.37455325232309,53.39528234453181,18.19747416762342,9.184845005740527,9.012629161882892,4.936854190585533,76.86567164179104,18.19747416762342,9.15,9.15,4.923072314158365,9
E01033489,Islington 022G,E02000575,Islington 022,E09000019,Islington,0.984,,,12.468,0.04,0.023,3.284,-0.5760000000000001,-0.296,39.388,39.666,1918,131.41666666666666,87.75,96.26666666666668,252.0,131.38686131386862,4.885728403789298,5.054945054945055,70.91575091575092,7.6190476190476195,7.6190476190476195,29.08424908424908,9.315068493150685,2.671232876712329,6.6438356164383565,5.47945205479452,85.2054794520548,9.315068493150685,7.38,7.38,1.0398580731184324,1
E01035653,Islington 011J,E02000564,Islington 011,E09000019,Islington,0.99,,,30.044,0.177,0.083,5.161,0.049,0.832,31.972,71.207,1892,104.3404762,58.23333333333333,91.53333333333336,106.0,56.02536997885836,4.0434962561609495,3.7095501183898976,81.8468823993686,5.6037884767166535,5.6037884767166535,18.153117600631404,7.389162561576355,1.7593244194229414,5.629838142153413,7.459535538353272,85.15130190007038,7.389162561576355,1.97,1.97,2.703172153527169,2
E01002807,Islington 001E,E02000554,Islington 001,E09000019,Islington,0.938,,,31.573,0.233,0.143,15.467,0.582,0.478,30.413,26.288,1873,108.93333333333334,89.3,97.65,171.0,91.29738387613456,4.525015797403265,16.74808094905792,49.19748778785764,25.05233775296581,25.05233775296581,50.80251221214236,20.44522554188635,9.84182776801406,10.60339777387229,5.038078500292912,74.51669595782073,20.44522554188635,9.75,9.75,4.391897138287767,8
E01002806,Islington 003C,E02000556,Islington 003,E09000019,Islington,0.951,,,26.952,0.177,0.1209999999999999,4.561,0.46,1.089,23.071,29.839,1632,132.06,98.48,99.88,125.0,76.59313725490196,4.351478985841522,12.026239067055394,64.72303206997084,16.253644314868804,16.253644314868804,35.27696793002916,15.492102065613608,6.439854191980558,9.05224787363305,8.323207776427703,76.18469015795868,15.492102065613608,8.17,8.17,3.814772626599105,6
E01002801,Islington 020C,E02000573,Islington 020,E09000019,Islington,0.975,,,16.852,0.095,0.061,1.3829999999999998,-0.637,0.653,21.824,48.496,1715,130.9,94.31666666666666,98.78333333333336,270.0,157.43440233236151,5.065340642240441,7.840122982321292,71.48347425057648,10.684089162182936,10.684089162182936,28.51652574942352,14.10958904109589,5.136986301369863,8.972602739726028,7.671232876712329,78.21917808219177,14.10958904109589,6.45,6.45,2.4869129725661168,1
E01002800,Islington 018E,E02000571,Islington 018,E09000019,Islington,0.946,,,38.934,0.231,0.149,40.765,0.384,0.8,33.135,44.849,1369,147.3625,99.125,100.0,143.0,104.45580715850986,4.658291975664612,17.59197324414716,47.357859531772576,25.150501672240804,25.150501672240804,52.642140468227424,16.271186440677965,7.457627118644068,8.813559322033898,3.615819209039548,80.11299435028249,16.271186440677965,5.29,5.29,4.199247971027384,7
E01002795,Islington 013D,E02000566,Islington 013,E09000019,Islington,0.979,,,25.019,0.158,0.101,15.707,0.05,0.853,24.637,35.08,2183,73.64285714285714,45.21428571428572,99.82857142857142,569.0,260.65048098946403,5.567009571109912,12.251056125528065,60.59143029571514,17.80325890162945,17.80325890162945,39.40856970428486,15.13429752066116,6.25,8.884297520661157,5.991735537190083,78.87396694214877,15.13429752066116,7.08,7.08,4.099657809700777,7
E01002793,Islington 016F,E02000569,Islington 016,E09000019,Islington,0.955,,,36.247,0.24,0.148,13.255,0.748,1.266,25.627,37.118,2000,135.05714285714285,96.58571428571427,99.92857142857144,172.0,86.0,4.465908118654584,15.664160401002505,53.44611528822056,21.2406015037594,21.2406015037594,46.553884711779446,20.79047103410937,9.095831077422847,11.69463995668652,5.630752571737953,73.57877639415268,20.79047103410937,8.29,8.29,4.656403830323621,9
E01002790,Islington 016D,E02000569,Islington 016,E09000019,Islington,0.943,,,42.268,0.274,0.211,24.607,0.767,0.927,26.861,33.035,1504,105.96666666666664,79.63333333333334,100.0,282.0,187.5,5.2390980068880655,21.15219260533104,41.61650902837489,31.72828890799656,31.72828890799656,58.38349097162511,21.03399433427762,11.048158640226628,9.98583569405099,5.94900849858357,73.01699716713881,21.03399433427762,10.14,10.14,5.362859129590955,10
E01002787,Islington 010E,E02000563,Islington 010,E09000019,Islington,0.959,,,32.105,0.185,0.1219999999999999,12.519,0.998,0.701,31.402,38.648,1235,126.86,88.44,99.28,83.0,67.20647773279352,4.222539541758227,15.526950925181012,50.1206757843926,23.49155269509252,23.49155269509252,49.87932421560741,14.615907545887152,5.6424201223657375,8.973487423521414,5.234534330387492,80.14955812372536,14.615907545887152,8.54,8.54,4.126116368564584,7
E01002765,Islington 015D,E02000568,Islington 015,E09000019,Islington,0.961,,,28.236000000000004,0.197,0.109,19.759,0.588,0.204,32.272,27.971,3479,100.40625,74.0625,88.9375,333.0,95.717160103478,4.571790843835328,16.056910569105693,45.08130081300813,21.910569105691057,21.910569105691057,54.91869918699187,17.04585229261463,8.435421771088555,8.610430521526077,5.320266013300666,77.6338816940847,17.04585229261463,8.6,8.6,4.300376502184623,8
E01002754,Islington 002B,E02000555,Islington 002,E09000019,Islington,0.967,,,16.43,0.107,0.065,2.258,0.016,0.744,24.444000000000003,22.93,1614,178.22,94.42,97.92,92.0,57.001239157372986,4.060464375100488,9.644268774703557,62.60869565217392,12.964426877470355,12.964426877470355,37.39130434782608,13.68624919302776,5.874757908327954,7.811491284699806,6.8431245965138805,79.47062621045836,13.68624919302776,7.7,7.7,2.772984325777324,2
E01002748,Islington 006C,E02000559,Islington 006,E09000019,Islington,0.949,,,39.897,0.246,0.177,8.618,0.637,1.646,30.701,36.588,1592,131.48,94.04,97.48,361.0,226.75879396984925,5.428287147775965,15.8955223880597,50.44776119402985,23.65671641791045,23.65671641791045,49.55223880597015,17.77509068923821,9.371221281741231,8.403869407496977,5.380894800483675,76.84401451027811,17.77509068923821,7.35,7.35,4.61060646179961,9
E01002739,Islington 013A,E02000566,Islington 013,E09000019,Islington,0.963,,,17.378,0.114,0.072,1.688,-0.441,0.457,23.79,41.214,1841,134.4,88.83333333333333,98.46666666666664,136.0,73.87289516567083,4.315791944730577,8.650065530799477,71.16644823066841,12.057667103538664,12.057667103538664,28.833551769331592,13.920609026644916,5.057096247960848,8.863512778684067,6.851549755301795,79.22784121805329,13.920609026644916,6.91,6.91,3.0552713588188505,3
