lsoa_code,major_cat,crime_count_window
E01000078,VIOLENCE AGAINST THE PERSON,47
E01000079,ARSON AND CRIMINAL DAMAGE,5
E01000079,BURGLARY,6
E01000079,DRUG OFFENCES,16
E01000079,MISCELLANEOUS CRIMES AGAINST SOCIETY,3
E01000079,POSSESSION OF WEAPONS,1
E01000079,PUBLIC ORDER OFFENCES,3
E01000079,ROBBERY,2
E01000079,THEFT,13
E01000079,VEHICLE OFFENCES,11
E01000079,VIOLENCE AGAINST THE PERSON,23
E01000080,ARSON AND CRIMINAL DAMAGE,12
E01000080,BURGLARY,3
E01000080,DRUG OFFENCES,4
E01000080,POSSESSION OF WEAPONS,1
E01000080,PUBLIC ORDER OFFENCES,3
E01000080,ROBBERY,2
E01000080,THEFT,9
E01000080,VEHICLE OFFENCES,9
E01000080,VIOLENCE AGAINST THE PERSON,40
E01000081,ARSON AND CRIMINAL DAMAGE,2
E01000081,BURGLARY,6
E01000081,DRUG OFFENCES,2
E01000081,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01000081,POSSESSION OF WEAPONS,0
E01000081,PUBLIC ORDER OFFENCES,2
E01000081,ROBBERY,3
E01000081,THEFT,7
E01000081,VEHICLE OFFENCES,9
E01000081,VIOLENCE AGAINST THE PERSON,40
E01000082,ARSON AND CRIMINAL DAMAGE,6
E01000082,BURGLARY,8
E01000082,DRUG OFFENCES,6
E01000082,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01000082,POSSESSION OF WEAPONS,1
E01000082,PUBLIC ORDER OFFENCES,4
E01000082,ROBBERY,6
E01000082,THEFT,23
E01000082,VEHICLE OFFENCES,10
E01000082,VIOLENCE AGAINST THE PERSON,55
E01000083,ARSON AND CRIMINAL DAMAGE,18
E01000083,BURGLARY,4
E01000083,DRUG OFFENCES,7
E01000083,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01000083,POSSESSION OF WEAPONS,1
E01000083,PUBLIC ORDER OFFENCES,5
E01000083,ROBBERY,1
E01000083,THEFT,10
E01000083,VEHICLE OFFENCES,11
E01000083,VIOLENCE AGAINST THE PERSON,48
E01000084,ARSON AND CRIMINAL DAMAGE,13
E01000084,BURGLARY,5
E01000084,DRUG OFFENCES,20
E01000084,MISCELLANEOUS CRIMES AGAINST SOCIETY,4
E01000084,POSSESSION OF WEAPONS,1
E01000084,PUBLIC ORDER OFFENCES,5
E01000084,ROBBERY,4
E01000084,THEFT,27
E01000084,VEHICLE OFFENCES,11
E01000084,VIOLENCE AGAINST THE PERSON,80
E01000085,ARSON AND CRIMINAL DAMAGE,16
E01000085,BURGLARY,12
E01000085,DRUG OFFENCES,11
E01000085,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01000085,POSSESSION OF WEAPONS,3
E01000085,PUBLIC ORDER OFFENCES,2
E01000085,ROBBERY,4
E01000085,THEFT,17
E01000085,VEHICLE OFFENCES,15
E01000085,VIOLENCE AGAINST THE PERSON,55
E01000086,ARSON AND CRIMINAL DAMAGE,4
E01000086,BURGLARY,7
E01000086,DRUG OFFENCES,8
E01000086,MISCELLANEOUS CRIMES AGAINST SOCIETY,3
E01000086,POSSESSION OF WEAPONS,1
E01000086,PUBLIC ORDER OFFENCES,2
E01000086,ROBBERY,3
E01000086,THEFT,6
E01000086,VEHICLE OFFENCES,9
E01000086,VIOLENCE AGAINST THE PERSON,45
E01000087,ARSON AND CRIMINAL DAMAGE,8
E01000087,BURGLARY,9
E01000087,DRUG OFFENCES,11
E01000087,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01000087,POSSESSION OF WEAPONS,2
E01000087,PUBLIC ORDER OFFENCES,11
E01000087,ROBBERY,9
E01000087,THEFT,30
E01000087,VEHICLE OFFENCES,68
E01000087,VIOLENCE AGAINST THE PERSON,80
E01000088,ARSON AND CRIMINAL DAMAGE,12
E01000088,BURGLARY,9
E01000088,DRUG OFFENCES,3
E01000088,MISCELLANEOUS CRIMES AGAINST SOCIETY,0
E01000088,POSSESSION OF WEAPONS,2
E01000088,PUBLIC ORDER OFFENCES,7
E01000088,ROBBERY,5
E01000088,THEFT,19
E01000088,VEHICLE OFFENCES,10
E01000088,VIOLENCE AGAINST THE PERSON,73
E01000089,ARSON AND CRIMINAL DAMAGE,3
E01000089,BURGLARY,7
E01000089,DRUG OFFENCES,17
E01000089,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01000089,POSSESSION OF WEAPONS,1
E01000089,PUBLIC ORDER OFFENCES,5
E01000089,ROBBERY,4
E01000089,THEFT,10
E01000089,VEHICLE OFFENCES,21
E01000089,VIOLENCE AGAINST THE PERSON,56
E01000090,ARSON AND CRIMINAL DAMAGE,19
E01000090,BURGLARY,27
E01000090,DRUG OFFENCES,11
E01000090,MISCELLANEOUS CRIMES AGAINST SOCIETY,3
E01000090,POSSESSION OF WEAPONS,2
E01000090,PUBLIC ORDER OFFENCES,16
E01000090,ROBBERY,7
E01000090,THEFT,46
E01000090,VEHICLE OFFENCES,38
E01000090,VIOLENCE AGAINST THE PERSON,75
E01000091,ARSON AND CRIMINAL DAMAGE,8
E01000091,BURGLARY,1
E01000091,DRUG OFFENCES,2
E01000091,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01000091,POSSESSION OF WEAPONS,1
E01000091,PUBLIC ORDER OFFENCES,4
E01000091,ROBBERY,5
E01000091,THEFT,13
E01000091,VEHICLE OFFENCES,7
E01000091,VIOLENCE AGAINST THE PERSON,70
E01000093,ARSON AND CRIMINAL DAMAGE,11
E01000093,BURGLARY,7
E01000093,DRUG OFFENCES,4
E01000093,MISCELLANEOUS CRIMES AGAINST SOCIETY,3
E01000093,POSSESSION OF WEAPONS,0
E01000093,PUBLIC ORDER OFFENCES,12
E01000093,ROBBERY,7
E01000093,THEFT,16
E01000093,VEHICLE OFFENCES,12
E01000093,VIOLENCE AGAINST THE PERSON,75
E01000094,ARSON AND CRIMINAL DAMAGE,8
E01000094,BURGLARY,9
E01000094,DRUG OFFENCES,9
E01000094,MISCELLANEOUS CRIMES AGAINST SOCIETY,4
E01000094,POSSESSION OF WEAPONS,1
E01000094,PUBLIC ORDER OFFENCES,15
E01000094,ROBBERY,6
E01000094,THEFT,38
E01000094,VEHICLE OFFENCES,16
E01000094,VIOLENCE AGAINST THE PERSON,108
E01000095,ARSON AND CRIMINAL DAMAGE,47
E01000095,BURGLARY,29
E01000095,DRUG OFFENCES,16
E01000095,MISCELLANEOUS CRIMES AGAINST SOCIETY,10
E01000095,POSSESSION OF WEAPONS,5
E01000095,PUBLIC ORDER OFFENCES,31
E01000095,ROBBERY,33
E01000095,THEFT,217
E01000095,VEHICLE OFFENCES,50
E01000095,VIOLENCE AGAINST THE PERSON,160
E01000096,ARSON AND CRIMINAL DAMAGE,6
E01000096,BURGLARY,7
E01000096,DRUG OFFENCES,3
E01000096,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01000096,POSSESSION OF WEAPONS,3
E01000096,PUBLIC ORDER OFFENCES,12
E01000096,ROBBERY,5
E01000096,THEFT,20
E01000096,VEHICLE OFFENCES,31
E01000096,VIOLENCE AGAINST THE PERSON,58
E01000097,ARSON AND CRIMINAL DAMAGE,15
E01000097,BURGLARY,6
E01000097,DRUG OFFENCES,11
E01000097,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01000097,POSSESSION OF WEAPONS,3
E01000097,PUBLIC ORDER OFFENCES,11
E01000097,ROBBERY,2
E01000097,THEFT,10
E01000097,VEHICLE OFFENCES,13
E01000097,VIOLENCE AGAINST THE PERSON,56
E01000098,ARSON AND CRIMINAL DAMAGE,10
E01000098,BURGLARY,7
E01000098,DRUG OFFENCES,2
E01000098,MISCELLANEOUS CRIMES AGAINST SOCIETY,4
E01000098,POSSESSION OF WEAPONS,0
E01000098,PUBLIC ORDER OFFENCES,7
E01000098,ROBBERY,4
E01000098,THEFT,21
E01000098,VEHICLE OFFENCES,17
E01000098,VIOLENCE AGAINST THE PERSON,58
E01000099,ARSON AND CRIMINAL DAMAGE,17
E01000099,BURGLARY,10
E01000099,DRUG OFFENCES,10
E01000099,MISCELLANEOUS CRIMES AGAINST SOCIETY,8
E01000099,POSSESSION OF WEAPONS,1
E01000099,PUBLIC ORDER OFFENCES,15
E01000099,ROBBERY,3
E01000099,THEFT,17
E01000099,VEHICLE OFFENCES,28
E01000099,VIOLENCE AGAINST THE PERSON,73
E01000100,ARSON AND CRIMINAL DAMAGE,8
E01000100,BURGLARY,6
E01000100,DRUG OFFENCES,4
E01000100,MISCELLANEOUS CRIMES AGAINST SOCIETY,0
E01000100,POSSESSION OF WEAPONS,2
E01000100,PUBLIC ORDER OFFENCES,7
E01000100,ROBBERY,3
E01000100,THEFT,12
E01000100,VEHICLE OFFENCES,20
E01000100,VIOLENCE AGAINST THE PERSON,53
E01000101,ARSON AND CRIMINAL DAMAGE,14
E01000101,BURGLARY,8
E01000101,DRUG OFFENCES,10
E01000101,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01000101,PUBLIC ORDER OFFENCES,14
E01000101,ROBBERY,3
E01000101,THEFT,10
E01000101,VEHICLE OFFENCES,10
E01000101,VIOLENCE AGAINST THE PERSON,46
E01000102,ARSON AND CRIMINAL DAMAGE,9
E01000102,BURGLARY,4
E01000102,DRUG OFFENCES,3
E01000102,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01000102,PUBLIC ORDER OFFENCES,5
E01000102,ROBBERY,3
E01000102,THEFT,8
E01000102,VEHICLE OFFENCES,13
E01000102,VIOLENCE AGAINST THE PERSON,50
E01000103,ARSON AND CRIMINAL DAMAGE,16
E01000103,BURGLARY,8
E01000103,DRUG OFFENCES,6
E01000103,MISCELLANEOUS CRIMES AGAINST SOCIETY,3
E01000103,POSSESSION OF WEAPONS,1
E01000103,PUBLIC ORDER OFFENCES,3
E01000103,ROBBERY,6
E01000103,THEFT,9
E01000103,VEHICLE OFFENCES,15
E01000103,VIOLENCE AGAINST THE PERSON,37
E01000104,ARSON AND CRIMINAL DAMAGE,21
E01000104,BURGLARY,11
E01000104,DRUG OFFENCES,11
E01000104,MISCELLANEOUS CRIMES AGAINST SOCIETY,0
E01000104,POSSESSION OF WEAPONS,0
E01000104,PUBLIC ORDER OFFENCES,8
E01000104,ROBBERY,4
E01000104,THEFT,14
E01000104,VEHICLE OFFENCES,24
E01000104,VIOLENCE AGAINST THE PERSON,62
E01000105,ARSON AND CRIMINAL DAMAGE,27
E01000105,BURGLARY,20
E01000105,DRUG OFFENCES,43
E01000105,MISCELLANEOUS CRIMES AGAINST SOCIETY,3
E01000105,POSSESSION OF WEAPONS,2
E01000105,PUBLIC ORDER OFFENCES,31
E01000105,ROBBERY,21
E01000105,THEFT,129
E01000105,VEHICLE OFFENCES,26
E01000105,VIOLENCE AGAINST THE PERSON,104
E01000106,ARSON AND CRIMINAL DAMAGE,12
E01000106,BURGLARY,13
E01000106,DRUG OFFENCES,17
E01000106,MISCELLANEOUS CRIMES AGAINST SOCIETY,5
E01000106,POSSESSION OF WEAPONS,1
E01000106,PUBLIC ORDER OFFENCES,18
E01000106,ROBBERY,5
E01000106,THEFT,25
E01000106,VEHICLE OFFENCES,20
E01000106,VIOLENCE AGAINST THE PERSON,100
E01000107,ARSON AND CRIMINAL DAMAGE,4
E01000107,BURGLARY,4
E01000107,DRUG OFFENCES,14
E01000107,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01000107,POSSESSION OF WEAPONS,1
E01000107,PUBLIC ORDER OFFENCES,6
E01000107,ROBBERY,0
E01000107,THEFT,3
E01000107,VEHICLE OFFENCES,8
E01000107,VIOLENCE AGAINST THE PERSON,40
E01000108,ARSON AND CRIMINAL DAMAGE,9
E01000108,BURGLARY,13
E01000108,DRUG OFFENCES,6
E01000108,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01000108,POSSESSION OF WEAPONS,3
E01000108,PUBLIC ORDER OFFENCES,3
E01000108,ROBBERY,10
E01000108,THEFT,44
E01000108,VEHICLE OFFENCES,7
E01000108,VIOLENCE AGAINST THE PERSON,57
E01000110,ARSON AND CRIMINAL DAMAGE,4
E01000110,BURGLARY,2
E01000110,DRUG OFFENCES,9
E01000110,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01000110,PUBLIC ORDER OFFENCES,1
E01000110,ROBBERY,6
E01000110,THEFT,7
E01000110,VEHICLE OFFENCES,14
E01000110,VIOLENCE AGAINST THE PERSON,28
E01000111,ARSON AND CRIMINAL DAMAGE,13
E01000111,BURGLARY,17
E01000111,DRUG OFFENCES,11
E01000111,MISCELLANEOUS CRIMES AGAINST SOCIETY,4
E01000111,POSSESSION OF WEAPONS,1
E01000111,PUBLIC ORDER OFFENCES,10
E01000111,ROBBERY,11
E01000111,THEFT,22
E01000111,VEHICLE OFFENCES,36
E01000111,VIOLENCE AGAINST THE PERSON,56
E01000112,ARSON AND CRIMINAL DAMAGE,8
E01000112,BURGLARY,12
E01000112,DRUG OFFENCES,8
E01000112,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01000112,POSSESSION OF WEAPONS,2
E01000112,PUBLIC ORDER OFFENCES,11
E01000112,ROBBERY,12
E01000112,THEFT,17
E01000112,VEHICLE OFFENCES,24
E01000112,VIOLENCE AGAINST THE PERSON,48
E01000113,ARSON AND CRIMINAL DAMAGE,14
E01000113,BURGLARY,6
E01000113,DRUG OFFENCES,12
E01000113,MISCELLANEOUS CRIMES AGAINST SOCIETY,5
E01000113,POSSESSION OF WEAPONS,1
E01000113,PUBLIC ORDER OFFENCES,9
E01000113,ROBBERY,4
E01000113,THEFT,15
E01000113,VEHICLE OFFENCES,5
E01000113,VIOLENCE AGAINST THE PERSON,40
E01000114,ARSON AND CRIMINAL DAMAGE,8
E01000114,BURGLARY,11
E01000114,DRUG OFFENCES,10
E01000114,MISCELLANEOUS CRIMES AGAINST SOCIETY,3
E01000114,POSSESSION OF WEAPONS,6
E01000114,PUBLIC ORDER OFFENCES,11
E01000114,ROBBERY,9
E01000114,THEFT,18
E01000114,VEHICLE OFFENCES,37
E01000114,VIOLENCE AGAINST THE PERSON,62
E01000115,ARSON AND CRIMINAL DAMAGE,2
E01000115,BURGLARY,9
E01000115,DRUG OFFENCES,0
E01000115,MISCELLANEOUS CRIMES AGAINST SOCIETY,0
E01000115,PUBLIC ORDER OFFENCES,0
E01000115,ROBBERY,1
E01000115,THEFT,2
E01000115,VEHICLE OFFENCES,13
E01000115,VIOLENCE AGAINST THE PERSON,4
E01000116,ARSON AND CRIMINAL DAMAGE,9
E01000116,BURGLARY,7
E01000116,DRUG OFFENCES,1
E01000116,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01000116,PUBLIC ORDER OFFENCES,5
E01000116,ROBBERY,4
E01000116,THEFT,14
E01000116,VEHICLE OFFENCES,20
E01000116,VIOLENCE AGAINST THE PERSON,19
E01000117,ARSON AND CRIMINAL DAMAGE,9
E01000117,BURGLARY,19
E01000117,DRUG OFFENCES,9
E01000117,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01000117,PUBLIC ORDER OFFENCES,2
E01000117,THEFT,3
E01000117,VEHICLE OFFENCES,24
E01000117,VIOLENCE AGAINST THE PERSON,24
E01000118,ARSON AND CRIMINAL DAMAGE,12
E01000118,BURGLARY,13
E01000118,DRUG OFFENCES,3
E01000118,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01000118,POSSESSION OF WEAPONS,0
E01000118,PUBLIC ORDER OFFENCES,2
E01000118,ROBBERY,1
E01000118,THEFT,5
E01000118,VEHICLE OFFENCES,20
E01000118,VIOLENCE AGAINST THE PERSON,21
E01000119,ARSON AND CRIMINAL DAMAGE,3
E01000119,BURGLARY,13
E01000119,DRUG OFFENCES,0
E01000119,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01000119,POSSESSION OF WEAPONS,0
E01000119,PUBLIC ORDER OFFENCES,3
E01000119,ROBBERY,2
E01000119,THEFT,14
E01000119,VEHICLE OFFENCES,16
E01000119,VIOLENCE AGAINST THE PERSON,14
E01000120,ARSON AND CRIMINAL DAMAGE,0
E01000120,BURGLARY,9
E01000120,DRUG OFFENCES,1
E01000120,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01000120,PUBLIC ORDER OFFENCES,5
E01000120,ROBBERY,1
E01000120,THEFT,4
E01000120,VEHICLE OFFENCES,15
E01000120,VIOLENCE AGAINST THE PERSON,12
E01000121,ARSON AND CRIMINAL DAMAGE,6
E01000121,BURGLARY,4
E01000121,DRUG OFFENCES,12
E01000121,PUBLIC ORDER OFFENCES,15
E01000121,ROBBERY,0
E01000121,THEFT,10
E01000121,VEHICLE OFFENCES,12
E01000121,VIOLENCE AGAINST THE PERSON,37
E01000122,ARSON AND CRIMINAL DAMAGE,4
E01000122,BURGLARY,5
E01000122,DRUG OFFENCES,1
E01000122,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01000122,PUBLIC ORDER OFFENCES,2
E01000122,ROBBERY,1
E01000122,THEFT,4
E01000122,VEHICLE OFFENCES,17
E01000122,VIOLENCE AGAINST THE PERSON,13
E01000123,ARSON AND CRIMINAL DAMAGE,7
E01000123,BURGLARY,10
E01000123,DRUG OFFENCES,2
E01000123,MISCELLANEOUS CRIMES AGAINST SOCIETY,3
E01000123,PUBLIC ORDER OFFENCES,10
E01000123,ROBBERY,1
E01000123,THEFT,14
E01000123,VEHICLE OFFENCES,19
E01000123,VIOLENCE AGAINST THE PERSON,31
E01000124,ARSON AND CRIMINAL DAMAGE,13
E01000124,BURGLARY,15
E01000124,DRUG OFFENCES,8
E01000124,MISCELLANEOUS CRIMES AGAINST SOCIETY,4
E01000124,POSSESSION OF WEAPONS,0
E01000124,PUBLIC ORDER OFFENCES,15
E01000124,ROBBERY,3
E01000124,THEFT,79
E01000124,VEHICLE OFFENCES,27
E01000124,VIOLENCE AGAINST THE PERSON,31
E01000126,ARSON AND CRIMINAL DAMAGE,8
E01000126,BURGLARY,5
E01000126,DRUG OFFENCES,9
E01000126,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01000126,POSSESSION OF WEAPONS,0
E01000126,PUBLIC ORDER OFFENCES,4
E01000126,ROBBERY,1
E01000126,THEFT,6
E01000126,VEHICLE OFFENCES,17
E01000126,VIOLENCE AGAINST THE PERSON,29
E01000127,ARSON AND CRIMINAL DAMAGE,9
E01000127,BURGLARY,3
E01000127,DRUG OFFENCES,2
E01000127,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01000127,POSSESSION OF WEAPONS,1
E01000127,PUBLIC ORDER OFFENCES,6
E01000127,ROBBERY,6
E01000127,THEFT,8
E01000127,VEHICLE OFFENCES,9
E01000127,VIOLENCE AGAINST THE PERSON,31
E01000128,ARSON AND CRIMINAL DAMAGE,16
E01000128,BURGLARY,14
E01000128,DRUG OFFENCES,12
E01000128,MISCELLANEOUS CRIMES AGAINST SOCIETY,3
E01000128,POSSESSION OF WEAPONS,1
E01000128,PUBLIC ORDER OFFENCES,6
E01000128,ROBBERY,6
E01000128,THEFT,16
E01000128,VEHICLE OFFENCES,17
E01000128,VIOLENCE AGAINST THE PERSON,29
E01000129,ARSON AND CRIMINAL DAMAGE,30
E01000129,BURGLARY,14
E01000129,DRUG OFFENCES,26
E01000129,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01000129,POSSESSION OF WEAPONS,3
E01000129,PUBLIC ORDER OFFENCES,39
E01000129,ROBBERY,36
E01000129,THEFT,193
E01000129,VEHICLE OFFENCES,21
E01000129,VIOLENCE AGAINST THE PERSON,94
E01000130,ARSON AND CRIMINAL DAMAGE,6
E01000130,BURGLARY,2
E01000130,DRUG OFFENCES,2
E01000130,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01000130,POSSESSION OF WEAPONS,0
E01000130,PUBLIC ORDER OFFENCES,9
E01000130,ROBBERY,3
E01000130,THEFT,8
E01000130,VEHICLE OFFENCES,11
E01000130,VIOLENCE AGAINST THE PERSON,31
E01000131,ARSON AND CRIMINAL DAMAGE,6
E01000131,BURGLARY,12
E01000131,DRUG OFFENCES,15
E01000131,MISCELLANEOUS CRIMES AGAINST SOCIETY,0
E01000131,POSSESSION OF WEAPONS,1
E01000131,PUBLIC ORDER OFFENCES,7
E01000131,ROBBERY,8
E01000131,THEFT,14
E01000131,VEHICLE OFFENCES,16
E01000131,VIOLENCE AGAINST THE PERSON,39
E01000132,ARSON AND CRIMINAL DAMAGE,6
E01000132,BURGLARY,3
E01000132,DRUG OFFENCES,7
E01000132,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01000132,PUBLIC ORDER OFFENCES,1
E01000132,ROBBERY,1
E01000132,THEFT,12
E01000132,VEHICLE OFFENCES,8
E01000132,VIOLENCE AGAINST THE PERSON,23
E01000133,ARSON AND CRIMINAL DAMAGE,10
E01000133,BURGLARY,10
E01000133,DRUG OFFENCES,4
E01000133,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01000133,PUBLIC ORDER OFFENCES,5
E01000133,ROBBERY,2
E01000133,THEFT,11
E01000133,VEHICLE OFFENCES,7
E01000133,VIOLENCE AGAINST THE PERSON,46
E01000134,ARSON AND CRIMINAL DAMAGE,4
E01000134,BURGLARY,2
E01000134,DRUG OFFENCES,8
E01000134,MISCELLANEOUS CRIMES AGAINST SOCIETY,2
E01000134,POSSESSION OF WEAPONS,0
E01000134,PUBLIC ORDER OFFENCES,4
E01000134,ROBBERY,0
E01000134,THEFT,10
E01000134,VEHICLE OFFENCES,10
E01000134,VIOLENCE AGAINST THE PERSON,18
E01000135,ARSON AND CRIMINAL DAMAGE,5
E01000135,BURGLARY,15
E01000135,DRUG OFFENCES,7
E01000135,MISCELLANEOUS CRIMES AGAINST SOCIETY,0
E01000135,PUBLIC ORDER OFFENCES,6
E01000135,ROBBERY,3
E01000135,THEFT,18
E01000135,VEHICLE OFFENCES,19
E01000135,VIOLENCE AGAINST THE PERSON,30
E01000136,ARSON AND CRIMINAL DAMAGE,1
E01000136,BURGLARY,14
E01000136,DRUG OFFENCES,4
E01000136,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01000136,POSSESSION OF WEAPONS,0
E01000136,PUBLIC ORDER OFFENCES,5
E01000136,ROBBERY,1
E01000136,THEFT,12
E01000136,VEHICLE OFFENCES,20
E01000136,VIOLENCE AGAINST THE PERSON,9
E01000137,ARSON AND CRIMINAL DAMAGE,4
E01000137,BURGLARY,6
E01000137,DRUG OFFENCES,7
E01000137,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01000137,PUBLIC ORDER OFFENCES,2
E01000137,ROBBERY,1
E01000137,THEFT,6
E01000137,VEHICLE OFFENCES,15
E01000137,VIOLENCE AGAINST THE PERSON,38
E01000138,ARSON AND CRIMINAL DAMAGE,12
E01000138,BURGLARY,6
E01000138,DRUG OFFENCES,4
E01000138,MISCELLANEOUS CRIMES AGAINST SOCIETY,3
E01000138,POSSESSION OF WEAPONS,2
E01000138,PUBLIC ORDER OFFENCES,5
E01000138,THEFT,18
E01000138,VEHICLE OFFENCES,10
E01000138,VIOLENCE AGAINST THE PERSON,42
E01000139,ARSON AND CRIMINAL DAMAGE,9
E01000139,BURGLARY,8
E01000139,DRUG OFFENCES,3
E01000139,MISCELLANEOUS CRIMES AGAINST SOCIETY,0
E01000139,POSSESSION OF WEAPONS,1
E01000139,PUBLIC ORDER OFFENCES,11
E01000139,ROBBERY,0
E01000139,THEFT,18
E01000139,VEHICLE OFFENCES,14
E01000139,VIOLENCE AGAINST THE PERSON,21
E01000140,ARSON AND CRIMINAL DAMAGE,12
E01000140,BURGLARY,21
E01000140,DRUG OFFENCES,13
E01000140,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01000140,POSSESSION OF WEAPONS,0
E01000140,PUBLIC ORDER OFFENCES,5
E01000140,ROBBERY,2
E01000140,THEFT,59
E01000140,VEHICLE OFFENCES,25
E01000140,VIOLENCE AGAINST THE PERSON,44
E01000141,ARSON AND CRIMINAL DAMAGE,34
E01000141,BURGLARY,23
E01000141,DRUG OFFENCES,26
E01000141,MISCELLANEOUS CRIMES AGAINST SOCIETY,5
E01000141,POSSESSION OF WEAPONS,1
E01000141,PUBLIC ORDER OFFENCES,30
E01000141,ROBBERY,25
E01000141,THEFT,176
E01000141,VEHICLE OFFENCES,57
E01000141,VIOLENCE AGAINST THE PERSON,100
E01000142,ARSON AND CRIMINAL DAMAGE,9
E01000142,BURGLARY,11
E01000142,DRUG OFFENCES,11
E01000142,MISCELLANEOUS CRIMES AGAINST SOCIETY,4
E01000142,PUBLIC ORDER OFFENCES,4
E01000142,ROBBERY,3
E01000142,THEFT,15
E01000142,VEHICLE OFFENCES,16
E01000142,VIOLENCE AGAINST THE PERSON,37
E01000143,ARSON AND CRIMINAL DAMAGE,8
E01000143,BURGLARY,8
E01000143,DRUG OFFENCES,3
E01000143,MISCELLANEOUS CRIMES AGAINST SOCIETY,0
E01000143,POSSESSION OF WEAPONS,3
E01000143,PUBLIC ORDER OFFENCES,10
E01000143,ROBBERY,1
E01000143,THEFT,114
E01000143,VEHICLE OFFENCES,12
E01000143,VIOLENCE AGAINST THE PERSON,50
E01000144,ARSON AND CRIMINAL DAMAGE,4
E01000144,BURGLARY,9
E01000144,DRUG OFFENCES,10
E01000144,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01000144,PUBLIC ORDER OFFENCES,17
E01000144,ROBBERY,2
E01000144,THEFT,41
E01000144,VEHICLE OFFENCES,26
E01000144,VIOLENCE AGAINST THE PERSON,40
E01000145,ARSON AND CRIMINAL DAMAGE,3
E01000145,BURGLARY,5
E01000145,DRUG OFFENCES,5
E01000145,MISCELLANEOUS CRIMES AGAINST SOCIETY,1
E01000145,PUBLIC ORDER OFFENCES,3
E01000145,ROBBERY,2
E01000145,THEFT,17
E01000145,VEHICLE OFFENCES,13
E01000145,VIOLENCE AGAINST THE PERSON,13
E01000146,ARSON AND CRIMINAL DAMAGE,28
E01000146,BURGLARY,23
E01000146,DRUG OFFENCES,16
E01000146,MISCELLANEOUS CRIMES AGAINST SOCIETY,7
E01000146,POSSESSION OF WEAPONS,0
E01000146,PUBLIC ORDER OFFENCES,33
E01000146,ROBBERY,29
E01000146,THEFT,260
E01000146,VEHICLE OFFENCES,33
E01000146,VIOLENCE AGAINST THE PERSON,77
E01000147,ARSON AND CRIMINAL DAMAGE,9
E01000147,BURGLARY,21
E01000147,DRUG OFFENCES,7
E01000147,MISCELLANEOUS CRIMES AGAINST SOCIETY,3
E01000147,POSSESSION OF WEAPONS,2
E01000147,PUBLIC ORDER OFFENCES,8
E01000147,ROBBERY,1
E01000147,THEFT,3
E01000147,VEHICLE OFFENCES,6
E01000147,VIOLENCE AGAINST THE PERSON,28
E01000150,ARSON AND CRIMINAL DAMAGE,13
E01000150,BURGLARY,30
E01000150,DRUG OFFENCES,5
E01000150,MISCELLANEOUS CRIMES AGAINST SOCIETY,4
E01000150,POSSESSION OF WEAPONS,0
E01000150,PUBLIC ORDER OFFENCES,9
E01000150,ROBBERY,7
E01000150,THEFT,67
E01000150,VEHICLE OFFENCES,60
E01000150,VIOLENCE AGAINST THE PERSON,54
E01000151,ARSON AND CRIMINAL DAMAGE,11
E01000151,BURGLARY,4
E01000151,DRUG OFFENCES,10
E01000151,MISCELLANEOUS CRIMES AGAINST SOCIETY,4
E01000151,POSSESSION OF WEAPONS,1
E01000151,PUBLIC ORDER OFFENCES,11
E01000151,ROBBERY,3
E01000151,THEFT,18
E01000151,VEHICLE OFFENCES,10
E01000151,VIOLENCE AGAINST THE PERSON,63
E01000152,ARSON AND CRIMINAL DAMAGE,12
E01000152,BURGLARY,7
E01000152,DRUG OFFENCES,29
